אפריקע	Afrika
צפת	Safed
פאקט	Feit
IMAX	IMAX
קאמין	Open haard
הוידלקע	Schommel
פריוואטקייט	Privacy
דרום דיסטריקט (ישראל)	Zuid (Israël)
משה דיין	Moshe Dayan
צענטער דיסטריקט (ישראל)	Centrum (Israël)
פאלאפעל	Falafel
פילגש	Concubinaat
דעוויד שווימער	David Schwimmer
ישעיהו	Jesaja (profeet)
שחיטה אין ווירזשיניע-טעק	Schietpartij op Virginia Tech
קעניגלעכע בארא פון קענזינגטאן און טשעלסי	Kensington en Chelsea
פאקטאריזאציע	Factorisatie
מאראמאראשער דיסטריקט	District Maramureș
LDAP	Lightweight Directory Access Protocol
וואלונטיר	Vrijwilliger
פעלד	Akker (landbouw)
קישקע קענסער	Darmkanker
ישראל נאציאנאלע ביבליאטעק	Nationale Bibliotheek van Israël
קאלעדזש	College (Britse universiteit)
טראנסזשענדער	Transgenderisme
קנאות	Zeloten
לאטעריע	Loterij
אקאדעמישע דיפלאמע	Academische graad
באָרג	Lening
פארב	Kleurstof
צפון דיסטריקט (ישראל)	Noord (Israël)
אסיפ מאנדעלשטאם	Osip Mandelstam
אקאדעמיע פאר דער העברעישער שפראך	Academie voor de Hebreeuwse Taal
אלעמאל-גרין	Groenblijvend
סאבאלטש-סאטמאר-בערעג	Szabolcs-Szatmár-Bereg
סופרים קארט	Hooggerechtshof
פתח תקוה	Petach Tikwa
BDSM	BDSM
הערש	Gazella
שטיוול	Laars
טרענסעקסואליזם	Transseksualiteit
דזשונגל	Oerwoud
אלטקייט	Bejaarde
טאן	Ton (massa)
לוי אשכול	Levi Eshkol
כשרות	Kasjroet
דועל	Tweegevecht
CFA פראנק	CFA-frank
פאדאליע	Podolië
אפאלגאטיקע	Apologetiek
סדרדיקע צאל	Ordinaalgetal
לשון הרע	Laster
עזרא	Ezra (priester)
משניות	Misjna
חולון	Holon (plaats)
קאטיושא	Katjoesja (raket)
נתניה	Netanja
ירושלים דיסטריקט	Jeruzalem (district)
סיודאד דעל עסטע	Ciudad del Este
איך האב א חלום	I Have a Dream (Martin Luther King)
האנגאר	Hangar
פוערטעווענטורא	Fuerteventura
לימביק סיסטעם	Limbisch systeem
שטעלע	Arbeid (economie)
מימיקרי	Mimicry
ווירטועל מאשין	Virtuele machine
ראפיק על כארירי	Rafik Hariri
אבדאללא קעניג פון יארדאניע	Abdoellah I van Jordanië
פאנטשקע	Donut
גלית	Goliath (Bijbel)
ראבערט וואדלאוו	Robert Wadlow
רמת גן	Ramat Gan
תל אביב דיסטריקט	Tel Aviv (district)
ריב אייזן	Rasp
סייענס (זשורנאל)	Science
הורדוס אנטיפס	Herodes Antipas
מינסקער גובערניע	Oblast Minsk
הייבריד אויטא	Hybride voertuig
הר הבית	Tempelberg
היינט	Heden
יתום	Wees (kind)
מלך פון פוילן	Lijst van heersers van Polen
געוויסן	Geweten
ישראל דיסטריקטן	Districten van Israël
אסימילאציע	Culturele assimilatie
קייט רייען	Kate Ryan
בריטישער מאנדאט	Mandaatgebied Palestina
פלשתים	Filistijnen
הר תבור	Taborberg
איביס	Ibissen
קאמעניץ, אוקראינע	Kamjanets-Podilsky
מוכאמעד אמאר	Mohammed Omar
ווידעא קליפ	Videoclip
יחזקאל	Ezechiël (profeet)
קארליק	Dwerg (mens)
MS Freedom of the Seas	Freedom of the Seas (schip, 2006)
ווערט	Waarde (sociale wetenschappen)
פארקויפן	Verkoop
אוניווערסיטעט פון בוענאס איירעס	Universiteit van Buenos Aires
סודעטן	Sudetenland
זשאנגלירן	Jongleren
שרה	Sara (aartsmoeder)
די באוועגונג	Hatnuah
Windows Explorer	Windows Verkenner
מיקראסקאפ	Microscoop
אייער ברויט	Wentelteefje
ציל	Doelstelling
היסטאריע פון פוילן	Geschiedenis van Polen
העברעישע וויקיפעדיע	Hebreeuwse Wikipedia
אוניווערסיטעט פון קאנסעפסיאן	Universiteit van Concepción (Chili)
יונה סאלק	Jonas Salk
פשוטע ענגלישע וויקיפעדיע	Simpele Engelstalige Wikipedia
ווידרע	Otters
ירושה	Nalatenschap
וועלט היסטאריע	Geschiedenis van de wereld
שיצפאס	Autogordel
סעודה	Feest
גיאם דע מאשא	Guillaume de Machault
שם	Sem (persoon)
משנה תורה	Misjnee Tora
ראשון לציון	Risjon Letsion
פאלעסטינער	Palestijnen
שבועות	Sjavoeot
דאנא אינטערנאשיאנאל	Dana International
סלוצק	Sloetsk
אריאל אוניווערסיטעט אין שומרון	Universitair centrum Ariël in Samaria
היסטאריע פון וויסנשאפט	Wetenschapsgeschiedenis
סטאטוס קווא	Status quo (toestand)
היפאקריטיע	Hypocrisie
ברוך מרזל	Baruch Marzel
סאניק	Sanok
לאנדאנער בארא פון לאמבעט	Lambeth (district)
טאלק	Talk
לאנדאנער בארא פון קאמדן	Camden (Londen)
פאס דו איגוואסו	Foz do Iguaçu (stad)
לבנון טאל	Bekavallei
רשימה פון מדרשים	Midrasj
ראמאן, רומעניע	Roman (Roemenië)
דזשעסיקא סוטא	Jessica Sutta
קאנסענסוס	Consensus
פאלאשן	Beta Israël
בראהמאגופטא	Brahmagupta
איינס קרייז	Eenheidscirkel
מצבה	Grafsteen
מערת המכפלה	Grot van de Patriarchen
גאז קאמער	Gaskamer
צענטראלע ליניע	Central Line
לאנדאנער בארא פון בארקינג און דעגנהעם	Barking en Dagenham
אבשלום	Absalom
ערפינדער	Uitvinder
גרינוויטש וויליזש	Greenwich Village
זוהר	Zohar
אלגעברעישע סטרוקטור	Algebraïsche structuur
צפורה	Sippora
קאנסערוואטיוו יידנטום	Masorti jodendom
סטינגרעי	Pijlstaartroggen
לאנדאנער בארא פון האקני	Hackney (district)
לאנדאנער בארא פון הילינגדן	Hillingdon (district)
לאנדאנער בארא פון איזלינגטאן	Islington
פיאדאר יעמעליאנענקא	Fjodor Jemeljanenko
טאלאנט	Vaardigheid
שיכרות	Dronkenschap
הר הזיתים	Olijfberg
גוגל ביכער	Google Books
הר הרצל	Herzlberg
ביאמאלעקול	Biomolecuul
אלישע	Elisa (profeet)
איזאפאד	Isopoda
ציריכער אוניווערסיטעט	Universiteit van Zürich
סימפאזיום	Symposion
ALS	Amyotrofe laterale sclerose
פייזער	Pfizer
דורכגאס פון סיציליע	Kanaal van Sicilië
סנחריב	Sanherib
לאנדאנער בארא פון ברענט	Brent (Londen)
לאנדאנער בארא פון בעקסלי	Bexley (district)
לאנדאנער בארא פון אילינג	Ealing
באברויסק	Babroejsk
כבוד	Eer
הענגאווער	Kater (alcohol)
רחובות	Rehovot
קאלא-קאלא	Colo-Colo
רחל	Rachel (aartsmoeder)
ליסטע פון שטעט אינעם פאראייניגטן קעניגרייך	Lijst van grote Britse steden
לוד	Lod (Israël)
מוזיקאלישע קאמפאזיציע	Compositie (muziek)
פיקאדילי ליניע	Piccadilly Line
בלאדי מערי	Bloody Mary (cocktail)
500 (נומער)	500 (getal)
אצ"ל	Etsel
פארעם	Vorm (fysiek)
עריק ראבערטס	Eric Roberts
קאקאא	Cacaoboon
גוואנטאנאמע בעי	Guantánamobaai
לאנדאנער בארא פון נייהעם	Newham
לאנדאנער בארא פון טאר האמלעטס	Tower Hamlets
כתובים	Geschriften
ניסן	Niesan
RapidShare	RapidShare
פארגעניגן	Genot
אב	Aaw
סאברא און שאטילא	Bloedbaden in Sabra en Shatila
לאנדאנער בארא פון בראמלי	Bromley (district)
בעדפארד	Bedford (Engeland)
לעשאויטא	Brandweervoertuig
גראן טשאקא	Gran Chaco
עיל	Ale (bier)
ספערויד	Sferoïde
קראי	Karaïtisch jodendom
פשעמישל	Przemyśl
אדום	Edom
משה שרת	Moshe Sharett
סנהדרין	Sanhedrin (gerechtshof)
לבנון ברודער קריג	Libanese Burgeroorlog
אל על	El Al
אומאן	Oeman
גראד (ווינקל)	Decimale graad
פלירטינג	Flirten
טשילענישער פלאט	Chileense Marine
בת ים	Bat Yam
לאנדאנער בארא פון רעדברידזש	Redbridge
ישראלישע אקאדעמיע פון וויסנשאפטן	Israëlische Academie van Wetenschappen
וואונדער פון דער וועלט	Wereldwonderen
ביאלע	Biała Podlaska
דינדיש	Gyöngyös
אינטערפרעטאציע	Doventolk
לאנדאנער בארא פון הארוי	Harrow
לאנדאנער בארא פון ענפילד	Enfield (Londen)
לאנדאנער בארא פון וואנדזווערט	Wandsworth
פסיכיאטער	Psychiater
תשעה באב	Tisja Beav
מקווה	Mikwe
איסאאק לעװיטאן	Isaak Levitan
מצה	Matse
בלעך	Blik (materiaal)
פולין גדול	Groot-Polen (historische regio)
ניו יארק פאסט	New York Post
סאאיד קטב	Said Qutb
פארקויף מאשין	Verkoopautomaat
רחבעם	Rechabeam
שלונגן	Slikken
סייקס-פיקא פארשטענדעניש	Sykes-Picotverdrag
בלוט צעל	Bloedcel
אריאן	Orion (ruimteschip)
גאלף	Golf
ענטעבע	Entebbe
מאנארך פלאטערל	Monarchvlinder
אייר	Ijar
פייסל דער ערשטער	Faisal I van Irak
רודאלף זשוליאני	Rudy Giuliani
מאניקע לעווינסקי	Monica Lewinsky
אדר	Adar
סטיווען קאלבערט	Stephen Colbert
חרדים	Charedisch jodendom
קלעזמער	Klezmer
פארטיזאנער	Partizaan
טלית	Talliet
חנוך	Henoch
ווילקאמיר	Ukmergė
רשימה:פיזיקער	Lijst van natuurkundigen
לערי קינג	Larry King
געשעפט	Winkel (zaak)
עסן	Eten
לאנדאנער בארא פון הארינגיי	Haringey
שפינדל	Spintol
לאנדאנער בארא פון האונסלא	Hounslow (district)
שכם	Nablus
שטאף	Materiaal
שמשון הגיבור	Simson (persoon)
גלעד שליט	Gilad Shalit
סעגוויי	Segway PT
היטש	Liften
לעטיסיע	Leticia
דראמאטורג	Toneelschrijver
לאנדאנער בארא פון לואישעם	Lewisham (district)
לאנדאנער בארא פון העווערינג	Havering
עטיאפישער קאלענדאר	Ethiopische kalender
פידעל ראמאס	Fidel Ramos
מוזיקאלישע טרופע	Muziekgroep
שוים	Schuim (structuur)
קאפל	Keppel (hoofddeksel)
הר חרמון	Hermonberg
דזשערי סיינפעלד	Jerry Seinfeld
לוי	Levi (Hebreeuwse Bijbel)
שטים בענדער	Stemband
אברהם יהושע העשל	Abraham Joshua Heschel
ווייסוויידל הערש	Witstaarthert
יצחק פערלמאן	Itzhak Perlman
וויעטנאמעזער	Vietnamezen
דאקלאנדס לייכטע באן	Docklands Light Railway
ריבניץ	Rîbnița
גייטסהעד	Gateshead
טיין	Tyne
כסלו	Kisleew
הארץ (צייטונג)	Haaretz
אדלערפיש	Ombervissen
דונאם	Dunam
סעקולאריזם	Secularisme
ראמזאן קאדיראוו	Ramzan Kadyrov
אראקל	Orakel
תמוז	Tammoez
אלול	Elloel
טבת	Teweet
Sky News	Sky News
דעיוויד לעטערמאן	David Letterman
דער ניו יארקער	The New Yorker
זשאן עדווארדס	John Edwards (politicus)
זעלבסטמארד אטאקע	Zelfmoordaanslag
עלעקטרא	Electro (muziekstijl)
שבט (חודש)	Sjewat
טשעסטער נימיץ	Chester Nimitz
אמעריקאנער מוזיי פון נאטירלעכער היסטאריע	American Museum of Natural History
תשרי	Tisjrie
ווילסאן	Wilson
לארענס סטערן	Laurence Sterne
מאראנצן זאפט	Sinaasappelsap
איבונגען	Fitness
פאול וואלפאוויטש	Paul Wolfowitz
ריימאנד קארווער	Raymond Carver
קינגס קראס באן סטאנציע	Station London King's Cross
דארף מענטשן	Village People
עמא בונטאן	Emma Bunton
גוגל ווידעא	Google Videos
קריגס פירער	Krijgsheer
טייוול אינזל	Duivelseiland (eiland)
גוגל אנאליטיקס	Google Analytics
רעכטס און לינקס פארקער	Links rijden
דיגיטאלישע אונטערשריפט	Digitale handtekening
אנגון	Anggun
רמלה	Ramla
סופיט	Plafond (bouw)
לאנדישער אויטאנאמישער אוניווערסיטעט פון מעקסיקא	Nationale Autonome Universiteit van Mexico
טשערעפאכע	Schildpadden
Microsoft Exchange Server	Microsoft Exchange Server
בית"ר ירושלים	Beitar Jeruzalem
מכבי תל אביב	Maccabi Tel Aviv FC
ווייסבוך	Witboek (document)
מגילת העצמאות	Israëlische onafhankelijkheidsverklaring
גסיסה	Hersendood
סנדק	Peterschap
ליינען	Reading
מקור	Source
קאמפאזיציע	Compositie
קליין	Klein
רשימה:לענדער אין אייראפע	Lijst van Europese landen
VOA	Voice of America
אונטערארעם	Onderarm
ישראלדיקער ספארטלער אומקום ביי דער מינכן אלימפיאדע	Bloedbad van München
שרה זילבערמאן	Sarah Silverman
אקט אף יוניאן	Act of Union
טישו	Weefsel
חם	Cham (persoon)
מלכות ישראל	Koninkrijk Israël
דעיל קארנעגי	Dale Carnegie
גראד (נומער)	Pariteit
געלע זשורנאליזם	Riooljournalistiek
מעטרישע סיסטעם	Metriek stelsel
יוני 2007	Juni 2007
דראגאן פרוכט	Pitaja
בעני דעפארטמענט	Beni (departement)
סעמינאר	Seminarie
יולי 2006	Juli 2006
פעברואר 2007	Februari 2007
מערץ 2009	Maart 2009
קאטשאבאמבא דעפארטמענט	Cochabamba (departement)
טאריכא דעפארטמענט	Tarija (departement)
פעני	Penny (munt)
באנגאר	Bangor (Wales)
ישראל (באדייטן)	Israël (doorverwijspagina)
ניאוף	Echtbreuk
מערץ 2007	Maart 2007
האדזש	Hadj
בראדוויי טעאטער	Broadway (theater)
סאנטא קרוז (דעפארטמענט אין באליוויע)	Santa Cruz (departement)
טשוקיסאקא דעפארטמענט	Chuquisaca
פאנדא דעפארטמענט	Pando (departement)
עפיגלאטיס	Strotklepje
נאוועמבער 2006	November 2006
אפריל 2007	April 2007
מײַ 2007	Mei 2007
אחאב	Achab
קעלצער פאגראם	Pogrom van Kielce
יוני 2006	Juni 2006
פאטאסי דעפארטמענט	Potosí (departement)
שלום עליכם (שרייבער)	Sjolem Alejchem
על אריש	El Arish
אמעריקאנער חורבן אייראפע מוזיי	United States Holocaust Memorial Museum
90 (נומער)	90 (getal)
שלמה אבן גבירול	Solomon ibn Gabirol
דייוויד דער צווייטער, מלך פון שאטלאנד	David II van Schotland
מאקעווע	Makó
שלומבערגערא	Lidcactus
בויגן	Bogen
מן	Manna
לידא	Lida
קאטשקע (מאסקאווי)	Muskuseend
קעגן לבנון בערג	Anti-Libanon
קאוואדא דער ערשטער	Kavad I
ארקילאוס	Herodes Archelaüs
באנק פון ישראל	Bank van Israël
חזקיהו	Hizkia
קאמיקער	Komiek
מזוזה	Mezoeza
מאיר כהנא	Meir Kahane
שטודיע	Studio
פלאס	Plus
מרדכי אליהו	Mordechai Eliyahu
הספד	Eulogie
יואי	Yui
מאטערסדארף	Mattersburg (gemeente)
רויטע ארמיי	Rode Leger (Sovjet-Unie)
האלאווין	Halloween
הגנה	Hagana (organisatie)
לשון סגי נהור	Antifrase
מייל	Mijl
לאגער (ביר)	Lager (bier)
קרימער מלחמה	Krimoorlog
מעטריקע	Bevolkingsregister
פארע	Damp
חוצפה	Gotspe
מנחה	Mincha
גראזשניידער	Grasmaaier
שחרית	Sjachariet
קאפירעכט	Auteursrecht
ניוגראונדס	Newgrounds
סאדע וואסער	Sodawater
מצווה	Mitswa
חוה אלבערשטיין	Chava Alberstein
ירדנה ארזי	Yardena Arazi
העטהער מיללס	Heather Mills
שירי מיימון	Shiri Maimon
זשאואנא ענזשל	Joanna Angel
שלומציון המלכה	Salome Alexandra
מרים החשמונאית	Mariamne
ען קאלטער	Ann Coulter
יידישע קאמף ארגאניזאציע	Żydowska Organizacja Bojowa
באטעריע	Batterij (elektrisch)
שטערבליך	Sterven
טעלעמארקעטינג	Telemarketing
דאן ריקלס	Don Rickles
לאנדאנער זאא	London Zoo
דיג	Digg
אברהם אבן עזרא	Abraham ibn Ezra
אויגוסט 2006	Augustus 2006
קאלטקייט	Kou (temperatuur)
בת שבע	Batseba
פרעסע קאנפערענץ	Persconferentie
אפריל 2006	April 2006
יאסוהירא יאמאשיטא	Yasuhiro Yamashita
לא פאז (דעפארטמענט אין באליוויע)	La Paz (departement van Bolivia)
סוספענדירונג	Wielophanging
ברעך-נוס	Braaknoot
מארטיני	Martini (cocktail)
דער עניאגראם פון דער פערזענלעכקייט	Enneagram
אר קעלי	R. Kelly
בר כוכבא	Sjimon bar Kochba
פראטעסט	Protest
אבים	Abia van Juda
דעזש	Dej
פאלם OS	Palm OS
קייסער סאלאט	Caesarsalade
פינטשאוו	Pińczów
מאסאווע	Massawa
אפטא	Opatów (Święty Krzyż)
דראגאמירעשט	Dragomirești (Maramureș)
שטעפאנעשט	Ștefănești (Botoșani)
פאל ראד	Paul Rudd
ווארקע	Warka
מיעט פעקינג דיסטריקט	Meatpacking District
געארג דער זעקסטער	George VI van het Verenigd Koninkrijk
סאציעלע פאביע	Sociale fobie
43 (נומער)	43 (getal)
יהודה	Juda (zoon van Jakob)
יעדוואבנע	Jedwabne
סיקריקין	Sicarii
Wolbachia	Wolbachia
טשעט	Chatten (communicatie)
אגנאסטיציזם	Agnosticisme
שונא	Vijand
יעקב אבינו	Jakob (aartsvader)
לח"י	Lechi
חיים הערצאג	Chaim Herzog
איניגא דזשאנס	Inigo Jones
אסימא	ASIMO
פרעד טאמפסאן	Fred Thompson
ריטא	Rita (Israëlisch zangeres)
בילי קאנאלי	Billy Connolly
זלמן שזר	Zalman Shazar
יהודה הלוי	Juda Halevi
שבתי צבי	Sjabtai Tsvi
סאוט טשיינע מאלל	New South China Mall
טעדי קאלעק	Teddy Kollek
מאריציא סאקאני	Maurizio Sacconi
בלוט מאראנץ	Bloedsinaasappel
אדמיניסטראציע	Administratie
אבא אבן	Abba Eban
טאכטער	Dochter
אנאנימיטעט	Anonimiteit
פארצוימטע באוועגונג	Stop-motion
אוניווערסיטעט פון סאלאמאנקע	Universiteit van Salamanca
דעאדאראנט	Deodorant
פלאן	Planning
רעננה	Raänana
סאפארא	Sophora
קראקעווער געטא	Getto van Krakau
אפאסטיל	Apostilleverdrag
יום השואה	Jom Hasjoa
דער דיסבורג מאסן-געדרענג 2010	Drama tijdens Love Parade in Duisburg
דייוויד קוק	David Cook (popzanger)
מתתיהו מיללער	Matisyahu
רבן גמליאל הזקן	Gamaliël
דזשעסי דזשעקסאן	Jesse Jackson
דעניס קוסיניטש	Dennis Kucinich
גלען בעק	Glenn Beck
שאגי	Shaggy
רבי עקיבא	Rabbi Akiva
ביל אריילי	Bill O'Reilly
סעמי שילט	Semmy Schilt
קארל ראוו	Karl Rove
שמעון וויזענטאל צענטער	Simon Wiesenthal Center
יצחק נבון	Yitzhak Navon
RSVP	RSVP (verzoek)
טשיאנאפודזשי מיצוגו	Chiyonofuji Mitsugu
מאיר לענסקי	Meyer Lansky
מירענדע ווארענונג	Cautie (strafrecht)
עיִן תחת עיִן	Ius talionis
הר הצופים	Scopusberg
אחזיהו (מלך יהודה)	Achazja van Juda
יהורם (מלך יהודה)	Joram van Juda
עוזיהו	Uzzia
ירבעם בן נבט	Jerobeam I
יאשיהו	Josia
יהואש (מלך יהודה)	Joas van Juda
אמציה	Amasja
אסא	Asa van Juda
אמון	Amon van Juda
דזשעף גארדאן	Jeff Gordon
וואסילי גראסמאן	Vasili Grossman
באשיר זשומייעל	Bashir Gemayel
קאמאדיטי	Commodity
וואדיה סאאדעה	Wadih Saadeh
אלה	Ela
יגאל עמיר	Yigal Amir
יהויקים	Jojakim
הושע בן אלה	Hosea (koning)
יוחנן הורקנוס דער ערשטער	Johannes Hyrkanus
יהויכין	Jojachin
טייהא קאקי	Taiho Koki
בעל שם טוב	Yisroel ben Eliezer
קהאליד שייך מוכאמעד	Khalid Sheikh Mohammed
ראש לימבאו	Rush Limbaugh
אנטיפטרוס	Antipater (Idumea)
באב דאול	Bob Dole
על פרענקען	Al Franken
דן חלוץ	Dan Halutz
מייקל דוקאקיס	Michael Dukakis
אלכסנדר ינאי	Alexander Janneüs
קריסטאפער דאד	Chris Dodd
נתן הנביא	Natan (profeet)
אלעקס זשאונס	Alex Jones
בערי גאלדוואטער	Barry Goldwater
חיים טאפאל	Chaim Topol
שעלדאן איידלסאהן	Sheldon Adelson
בועז מעודה	Bo'az Ma'uda
הלל הזקן	Hillel
פראכט	Vracht
תל אביבער אוניווערסיטעט	Universiteit van Tel Aviv
קסרי	Caesarea (Maritima)
יאנואר 2006	Januari 2006
שעדליץ	Siedlce
זאב זשאבאטינסקי	Ze'ev Jabotinski
לאנדאנער בארא פון סאטן	Sutton (Londen)
צאפ	Vlecht (bindtechniek)
אבישג פון שונם	Abisag
טייף אפמאך	Vredesakkoord van Taif
אפשוואכן קריג	Uitputtingsoorlog (1967-1970)
עקאנאמיע פון דעם פאראייניגטן קעניגרייך	Economie van het Verenigd Koninkrijk
בריגעל	Brzesko (plaats)
אינטעריגאציע	Verhoor (ondervraging)
שלאכט פון אאכן	Slag om Aken
אגענטור	Agentschap
קרית שמונה	Kirjat Sjmona
שערן	Kapsel (haardracht)
מרדכי אניעלעוויטש	Mordechaj Anielewicz
לאדזשער געטא	Getto van Łódź
קעזמארק	Kežmarok
האלדזן	Knuffelen
אמין זשומייעל	Amin Gemayel
מערץ 2006	Maart 2006
פעברואר 2006	Februari 2006
דעל.איס.אס	Delicious
געלע לאטע	Jodenster
פרייהייט פון אינפארמאציע לעגיסלאציע	Openbaarheid van bestuur
קישקונהאלאש	Kiskunhalas
ראצפערט	Újfehértó
אברהם סוצקעווער	Abraham Sutzkever
קבר	Begrafenis
אויק פארק (אילינויס)	Oak Park (Illinois)
געמיט	Gemoedstoestand
פלוראליזם	Pluralisme (sociale wetenschappen)
איבעראשונג	Verbazing
טעכניאן	Technion
לבנון בארג	Libanon (gebergte)
זשאנסאן & זשאנסאן	Johnson & Johnson
קאסאם	Qassam-raket
סיגעט	Sighetu Marmației
געזונט פארזיכערונג	Ziektekostenverzekering
יהודה אריסטובולוס דער ערשטער	Aristobulus I
ראיעל קענעדיען מאונטעד פאליציי	Royal Canadian Mounted Police
M4a	MPEG-4 Part 14
ראפשיץ	Ropczyce
יהואחז	Joachaz
נהרדעא	Nehardea
ראדני קינג	Rodney King
טאנגא	Ballroomtango
מוילאייזל הערש	Muildierhert
כפר חב"ד באן סטאנציע	Station Kfar Habad
בורידאן'ס אייזל	Ezel van Buridan
אחינועם ניני	Noa (zangeres)
אקטאן שטאט אונטערגרונט סטאנציע	Acton Town (metrostation)
לאנצהוט	Łańcut
פיליפוס	Filippus (tetrarch)
אדא	Ada (Servië)
מוסקאט	Muscat
געדאנק	Gedachte
זשענעראל	General
גאלדשטיין	Goldstein
אדמו"ר	Rebbe
יהודה אריסטובולוס דער צווייטער	Aristobulus II
יוחנן הורקנוס דער צווייטער	Hyrkanus II
מתתיהו אנטיגונוס דער צווייטער	Antigonus (Hasmoneeën)
שאול מופז	Shaul Mofaz
יגאל ידין	Yigael Yadin
חיים נחמן ביאליק	Chaim Nachman Bialik
שמעון התרסי	Simon Makkabeüs
מוכאמאד סאאיד אל-סאהאף	Mohammed Saïd al-Sahaf
אדוניהו	Adonia
אמנון	Amnon
מארעק גרעכוטא	Marek Grechuta
מישעל אאון	Michel Aoun
מהר"ל מפראג	Jehoeda Löw
גראף	Graph
פעדרא דע בעטאנקור	Pedro de San José de Betancourt
קעניג מענעליק	Menelik I
ווויטעך טוקא	Vojtech Tuka
שליוואוויץ	Slivovitsj
גוגל רידער	Google Reader
ארדשיר	Ardashir
מעמאריעל דעי	Memorial Day
עמלק	Amalekieten
בייבל קריטיק	Tekstkritiek van de Bijbel
סעקלהיד	Săcueni
טשיטאגאנג	Chittagong (stad)
דרעטל	Nietje
מעמד הר סיני	Sinaïberg
שינאווא	Sieniawa
וויליאם באקלי	William F. Buckley jr.
לואיס קארוואלאן	Luis Corvalán
אדווערב	Bijwoord
דאדולא	Dadullah
שב"כ	Sjien Beet
עמאנציפאציע	Emancipatie
זשאק ליפשיץ	Jacques Lipchitz
רבי יהודה הנשיא	Jehoeda Hanassi
טאני ראבינס	Tony Robbins
על שארפטאן	Al Sharpton
ברוך גאלדשטיין	Baruch Goldstein
וואליד זשומבלאט	Walid Jumblatt
שלום אש	Sjolem Asch
לואיס ליבי	Lewis Libby
דזשאן קארזיין	Jon Corzine
מסורה (טעקסט)	Masoretische Tekst
שבועה	Eed
כראניש	Chronische ziekte
ארטאדאקס	Orthodoxie
קאבל אינטערנעט	Kabelmodem
קאנסטרוקציע	Bouw
מאזיר	Mozir
מאדיאר-לאפאש	Târgu Lăpuș
היט ענד ראן	Vluchtmisdrijf (wegverkeer)
שלעשין	Ślesin
גריצע	Grójec (stad)
אגדה	Aggada
װיקיפּעדיע:נאכפאלג ליסטע	Help:Volglijst
װיקיפּעדיע:באוועגן	Help:Titel van een artikel wijzigen
טורקיז (באדייטן)	Turquoise
פערספעקטיוו	Perspectief
סקול בארד	Schoolbestuur
האלבקיילעך	Hemisfeer (aarde)
אחיתופל	Achitofel
סובסטאנץ	Substance
ירושלים לייכטע באנען	Sneltram van Jeruzalem
אונן	Onan
סובסטיטוט	Substitute
קאמאדא גרופע	Comodo
אבות	Avot
לאפעראמיד	Loperamide
עסצילאטאפראם	Escitalopram
ReadyBoost	ReadyBoost
וויקטאר נעקראסאוו	Viktor Nekrasov
וויאלעט	Violet
ראזע	Roze
אפער וועסט סייד	Upper West Side
נצרת	Nazareth (Israël)
ראדעוויץ	Rădăuți
שמחת תורה	Simchat Thora
27 (נומער)	27 (getal)
35 (נומער)	35 (getal)
64 (נומער)	64 (getal)
99 (נומער)	99 (getal)
עדגארדא מארטארא	Edgardo Mortara
סטענלי פישער	Stanley Fischer
אפער איסט סייד	Upper East Side
רובי ריוולין	Reuven Rivlin
הפועל חיפה	Hapoel Haifa
ליטאני טייך	Litani (Libanon)
מיני ישראל	Mini-Israël
ארפכשד	Arpachshad
זיסקייט	Zoet (smaak)
מאיא פּליסעצקאיא	Maja Plisetskaja
בנימין	Benjamin (zoon van Jakob)
גאלאנטא	Galanta
בענדין	Będzin
סאהא	SoHo
פאריזער קלוב	Club van Parijs
Cbc	Canadian Broadcasting Corporation
ווייט פלעינס, ניו יארק	White Plains (New York)
נאריש און נארישער	Dumb & Dumber
סינדי שעהין	Cindy Sheehan
עתליה	Atalja
ברעזנא	Brezno (gemeente)
עיפאק	American Israel Public Affairs Committee
היסטאריע פון טעכנאלאגיע	Geschiedenis van de technologie
הימל ליניע	Skyline (stad)
קאנווענץ פאר קינדער-רעכט	Verdrag inzake de rechten van het kind
שרית חדד	Sarit Hadad
Thalys	Thalys
פיער זשומייעל	Pierre Gemayel
יעקב דורי	Yaakov Dori
חירם קעניג פון צור	Hiram I
עד קאטש	Ed Koch
דייוויד דינקינס	David Dinkins
שמאי הזקן	Sjammai
דוד האלבערשטאם (שרייבער)	David Halberstam
עובדיה יוסף	Ovadia Yosef
לענא העלמסלי	Leona Helmsley
קארין אלאל	Corinne Allal
ניר בארקאט	Nir Barkat
רודאלף ווערבע	Rudolf Vrba
מאטיאס ריים	Matthias Reim
פראסטיץ	Prostějov
אורי לופאליאנסקי	Uri Lupolianski
טאמי לאפיד	Tommy Lapid
זשעק אבראמאף	Jack Abramoff
אידענטיטעט גניבות	Identiteitsfraude
חדרה	Hadera
דע בירס	De Beers
סידור	Sidoer
סייף	Brandkast
עמיר פרץ	Amir Peretz
מאקס נארדוי	Max Nordau
השכלה	Haskala
אנטיק	Antiek
סטאק מארקעט	Aandelenmarkt
פינקטלעכע וויסנשאפטן	Exacte wetenschap
קאנקורענץ	Competitie
באפאר	Kasteel Belfort (Libanon)
קערפער שפראך	Lichaamstaal
אמשינאוו	Mszczonów
די לוסטיגע אלמנה	Die lustige Witwe
קאריטיבע פוטבאל גרופע	Coritiba Foot Ball Club
אמסטערדאם (שיף)	Amsterdam (schip, 1748)
אמסטערדאם (באדייטן)	Amsterdam (doorverwijspagina)
