አፍሪቃ	Afrika
ኤበርስበርግ	Ebersberg (stad)
ማይል	Mijl
የዓለም አቀፍ እግር ኳስ ማኅበር	FIFA
1 ሻምሺ-አዳድ	Sjamsji-Adad I
አዮሊስ	Eolië
አጋዘን	Bergnyala
አበንስበርግ	Abensberg
ዋሊያ	Waliasteenbok
ዲዬጎ ፎርላን	Diego Forlán
ደር	Der (stad)
ዓፄ ቴዎድሮስ	Theodorus II van Ethiopië
አጥንት	Bot (anatomie)
አጣብቂ	Verbindingstechnieken
ታላቅ የአናባቢ መፈራረቅ	Grote klinkerverschuiving (Engels)
ሊኩርጉስ (የጥራክያ ንጉሥ)	Lycurgus (Thracië)
ብሮክን ሂል (ከተማ)	Broken Hill (stad)
ሻርል ለ ብረን	Charles Le Brun
ሳላ (እንስሳ)	Thomsongazelle
አንታዮስ	Antaios
አሰልበርህት	Æthelberht van Kent
በአላህ ስም እጅግ በጣም ሩህሩህ በጣም አዛኝ በሆነው	Basmala
አሌክሳንድረ ሚየራን	Alexandre Millerand
ራንጎ (ፊልም)	Rango (film)
ራስ ዳሸን	Ras Dashan
አርዠንቶን-ሱር-ክሮይዝ	Argenton-sur-Creuse
ኩርባ	Richtingscoëfficiënt
ምጽዋ	Massawa
የኅሊና ነፃነት	Vrijheid van gedachte
ነቀን	Hierakonpolis
ፑንት	Poent
ማኑስ	Mannus
ማውሪሺዮ ቪክቶሪኖ	Mauricio Victorino
ያዕቆብ	Jakob (aartsvader)
ጋስቶን ዱሜርግ	Gaston Doumergue
አሌክስ ሄሊይ	Alex Haley
ፌሊክስ ፎር	Félix Faure
ዡል ግሬቪ	Jules Grévy
2 መንቱሆተፕ	Mentoehotep II
2 ሓኖ	Hanno (ontdekkingsreiziger)
አርማን ፋሊዬር	Armand Fallières
ኡር-ናሙ	Ur-Nammu van Ur
ናራም-ሲን (አካድ)	Naram-Sin
ዊሎው ስሚዝ	Willow Smith
ሲልቪያ ፓንክኸርስት	Sylvia Pankhurst
አራም	Aram
ካቲ ራይክስ	Kathy Reichs
ንጉጊ ዋ ቲዮንጎ	Ngũgĩ wa Thiong'o
ጃኒኮሎ	Janiculum
ሺካጎ ፋየር እግር ኳስ ክለብ	Chicago Fire Soccer Club
የፖርቱጋል እግር ኳስ ፌዴሬሽን	Portugese voetbalbond
አቫሪስ	Avaris
ዲዬጎ ፔሬዝ	Diego Pérez (voetballer)
ጌራርዶ ቶራዶ	Gerardo Torrado
ሰባስቲያን ኤጉሬን	Sebastián Eguren
ኒኮላስ ሎዴሮ	Nicolás Lodeiro
ፖል ዴሻኔል	Paul Deschanel
ሲቦኒሶ ጋክሳ	Siboniso Gaxa
3 መንቱሆተፕ	Mentoehotep III
ጉዴአ	Gudea van Lagasj
አኪቫ በን ዮሴፍ	Rabbi Akiva
1 አንተፍ	Antef I
ሰባስቲያን ኮአቴስ	Sebastián Coates
እንዳሁላ	Kalanchoë
ሸንኖንግ	Shennong
ሪሙሽ	Rimuš van Akkad
4 መንቱሆተፕ	Mentoehotep IV
2 አንተፍ	Antef II
ሙሳ ዳዲ ካማራ	Moussa Dadis Camara
ክርስቲያን ሮድሪጌዝ	Cristian Rodríguez
ኢግናሲዮ ማሪያ ጎንዛሌዝ	Ignacio María González
ዣን ካዚሚር-ፔሪዬ	Jean Casimir-Perier
ብሩስ ጎልዲንግ	Bruce Golding
ሪካርዶ ኦሶሪዮ	Ricardo Osorio
2 ዩባ	Juba II
ኤጊዲዮ አሪቫሎ	Egidio Arévalo
ጋን ዪንግ	Gan Ying
ሰባስቲያን ፈርናንዴዝ	Sebastián Fernández
ጆን ባርት	John Barth
ሴፖ ማሲሌላ	Tsepo Masilela
አንድሬስ ስኮቲ	Andrés Scotti
ፖል ኒኮላስ አጊላር	Paul Aguilar
2 ፒያንኪ	Piye
ኡሩካጊና	Uru-inimgina van Lagasj
ኤፍሬይን ሁዋሬዝ	Efraín Juárez
ቴኮ ሞዲሴ	Teko Modise
ሹልጊ	Shulgi van Ur
ሉጋል-ዛገ-ሲ	Lugalzagezi van Umma
3 አንተፍ	Antef III
የኢትዮጵያ ሶማሊያ ጦርነት	Ogaden-oorlog
ሮስ ማክዶናልድ	Ross Macdonald
ሮዛሪዮ ሴንትራል	CA Rosario Central
አቤል ሄርናንዴዝ	Abel Hernández
ኦሮሞ	Oromo
5ኛው አብጋር	Abgar V van Osrhoene
ሾርዥ	Chorges
ብሪሜ	Brimeux
አር ኤል ሲ ዑደት	RLC-kring
ሽኮኮ	Kaapse klipdas
ማርቲን ሲልቫ	Martín Silva
አልበሪ	Albury (Australië)
ማሽላ	Kafferkoren
መቀሌ	Mek'ele
አኒታ	Anitta
ዠንጊሽ ቾኩሱ	Ğeňiš Čokusu
ሚስኪቶ	Miskito
ሬኒልዌ ሌትሾሎኒያኔ	Reneilwe Letsholonyane
ኤታና	Etana
ሉካስ ትዋላ	Lucas Thwala
ጥላሁን ገሠሠ	Tilahun Gesesse
አቡጊዳ	Abugida
ፌርፋክስ ካውንቲ	Fairfax County
አዳብ	Adab (Sumer)
ኹታዊሬ ወጋፍ	Wegaf
ሻርካሊሻሪ	Shar-Kali-Sharri
ኋን ጊሌርሞ ካስቲዮ	Juan Guillermo Castillo
አዳማ	Adama (stad)
አሌክሳንድር ሄሊዮስ	Alexander Helios
ኤንመርካር	Enmerkar
በርናርድ ምላሙድ	Bernard Malamud
አማር-ሲን	Amar-Sin van Ur
ኤአናቱም	Eannatum van Lagaš
ኢቢ-ሲን	Ibbi-Sin
1 ነፈርሆተፕ	Neferhotep I
አዲግራት	Adigrat
ሹ-ሲን	Shu-Sin
ሱሙ-አቡም	Sumu-abum
ፈቃድ	Wil (begrip)
ቀዳማዊ ምኒልክ	Menelik I
ሲክዮን	Sicyon
ፒጣና	Pithana
መብረሪያ ስንቅ	Jetpack
ኢስታይዎን	Istvaeones
ቢታንያ	Bithynië
ወደፊት ገስግሺ ውድ እናት ኢትዮጵያ	Whedefit Gesgeshi Woude Henate Ethiopia
ዲዬጎ ሉጋኖ	Diego Lugano
ሲን-ሙባሊት	Sin-muballit
ሆር አዊብሬ	Hor I
ኤሽኑና	Ešnunna
ነቀምት	Nekemte
አርዋድ	Arwad
ኣምባሩድ	Tamarillo
ማሳጌታያውያን	Massageten
ኡቱ-ኸጛል	Utu-Khegal van Uruk
ኒኑርታ-አፒል-ኤኩር	Ninurta-apil-ekur
ኤንመባራገሲ	Enmebaragesi
ኤንመተና	Entemena van Lagaš
ዒዛና	Ezana
አድዋ	Adwa
ኡሰርካሬ ኸንጀር	Chendjer
ሃሩን	Harun (profeet)
ኃይለማሪያም ደሳለኝ	Haile Mariam Desalegne
የቤልጅግ የዘውድ እግር ኳስ ማህበር	Koninklijke Belgische Voetbalbond
ሙላቱ አስታጥቄ	Mulatu Astatke
ጅማ	Jimma (stad)
ቁንጫ	Vlooien
አጋታርከስ	Agatharchides
ኃይል	Power
ሻንግጭዩ	Shangqiu
አኩርጋል	Akurgal van Lagasj
ዐይን	Eye
ዡ	Xia Zhu
እሽመ-ዳጋን (ኢሲን)	Ishme-Dagan van Isin
ጋምላ ኡፕሳላ	Gamla Uppsala
ዳግዳ	Dagda (Keltische mythologie)
ጋስቶን ራሚሬዝ	Gastón Ramírez
የስዊድን እግር ኳስ ማህበር	Zweedse voetbalbond
አርፋክስድ	Arpachshad
ሪም-ሲን	Rim-Sin
ሒሚልኮን	Himilco
ጆን ግሪንሊፍ ዊቲየር	John Greenleaf Whittier
1 እሽመ-ዳጋን	Isjme-Dagan I
ክለብ አሜሪካ	Club América
3 ሶበክሆተፕ	Sobekhotep III
ዐምደ ጽዮን	Amda Seyon I
ዳርዳኑስ	Dardanus (Griekse mythologie)
ሰጀፋካሬ	Amenemhat VII
6 አመነምሃት	Amenemhat VI
አመኒ ቀማው	Ameni-Kemaw
እፃዊ ተዋልዶ	Vegetatieve vermeerdering
ፋሲል ግቢ	Fasil Ghebbi
ባሕር-ዳር	Bahir Dar
ጀምፓ ላሂሪ	Jhumpa Lahiri
ደራርቱ ቱሉ	Derartu Tulu
ንዚንጋ ምባንዴ	Nzinga Mbande
ገብረ መስቀል ላሊበላ	Lalibela van Ethiopië
1 ካዳሽማን-ኤንሊል	Kadashman-enlil I
በሬ	Os (rund)
የስዊዘርላንድ እግር ኳስ ማህበር	Zwitserse voetbalbond
«የተከሠተው ዕድል»	Manifest Destiny
መሮ	Steenbeitel
የኦራፂዮች ቃለ መሐላ	De eed van de Horatii
አምፖስታ	Amposta
ታን ሶን ናት ዓለም አቀፍ አውሮፕላን ማረፊያ	Internationale Luchthaven Tân Sơn Nhất
ኤድዊን ቫን ደር ሳር	Edwin van der Sar
ደራሲ	Auteur
ፓሪስ ሴንት-ጀርሜይን የእግር ኳስ ክለብ	Paris Saint-Germain
ሜሉሓ	Meluhha
አላማ ኢቅባል	Mohammed Iqbal
የሞዛምቢክ ሰንደቅ ዓላማ	Vlag van Mozambique
ሊኒያር እኩልዮሽ	Lineaire vergelijking
ሬማገን	Remagen
ማርሐሺ	Marhasi
ሞፕሶስ	Mopsus (zoon van Chloris)
ቢላል	Bilaal Ibn Rabaah'
ስቶከራው	Stockerau
ኬልሃይም	Kelheim (stad)
ጨረቃ ላይ መውጣት	Maanlanding
የኮሪያ እግር ኳስ ማህበር	Korea Football Association
ሃማሮዕ	Hammarö
ክለብ ናስዮናል ዴ ፉትቦል	Club Nacional de Football
ኢሲን	Isin
ኤሌክትሪክ ፍሰት	Elektrische flux
ዔቦር	Eber (Hebreeuwse Bijbel)
ባየርብሩን	Baierbrunn
የላይቤሪያ ፕሬዝዳንት	Lijst van presidenten van Liberia
ሚጥሚጣ	Piri-piri
ነደርሳክስኛ	Nederlands Nedersaksisch
ሜሪማክ ወንዝ	Merrimack (rivier)
ሳቢዩም	Sabium
ሱሙላኤል	Sumulael
አፒል-ሲን	Apil-Sin
ድልማጥያ	Dalmatië (regio)
አሶሳ	Asosa
የኢትዮጵያ ቡና	Ethiopian Coffee
የደማስቆ ሰነድ	Verbond van Damascus
ካነሽ	Kültepe
ሮድሪጎ ሙኞዝ	Rodrigo Muñoz
የኤል ሳልቫዶር እግር ኳስ ፌዴሬሽን	Salvadoraanse voetbalbond
ጉታውያን	Guti (volk)
ዳንጉን ዋንገም	Dangun
ሰኸተፕካሬ አንተፍ	Antef IV
ሪክ ማላምብሪ	Rick Malambri
ቲም ላሄይ	Tim LaHaye
ዎቮካ	Wovoka
ሪቻርድ ሩሶ	Richard Russo
ሔርሆር	Herihor
ኆኅተ እና	AND-poort
ኆኅተ ወይም	OF-poort
እሽቢ-ኤራ	Ishbi-Irra
ሰኸምሬ ኹታዊ 1 ሶበክሆተፕ	Sobekhotep II
ጂዮቫኒ ዶስ ሳንቶስ	Giovani dos Santos
ኤጲሮስ	Epirus (historische regio)
የፍርድ ቀን	Het laatste oordeel (Michelangelo)
ሲክ ሰምፔር ቲራኒስ	Sic semper tyrannis
ኤበርስሃውዘን	Ebershausen
ኖይማገን-ድሮን	Neumagen-Dhron
የቻይና እግር ኳስ ማህበር	Chinese Football Association
አልባሴቴ ባሎምፕዬ	Albacete Balompié
መስከረም	Thout
ፒኮ ክሪስቶባል ኮሎን	Pico Cristóbal Colón
የጃፓን እግር ኳስ ማህበር	Japan Football Association
ጠጅ	Tej
ዳኑቢዮ የእግር ኳስ ክለብ	Danubio FC
ታራ	Terach
ደብረ ዳሞ	Debre Damo
የቺሌ እግር ኳስ ፌዴሬሽን	Chileense voetbalbond
ክለብ ኦሊምፒያ	Club Olimpia Asunción
ጎልበርን (ከተማ)	Goulburn (plaats)
አርሚዳል	Armidale
ኬሬታሮ እግር ኳስ ክለብ	Querétaro FC
ኦሲሪስ አፒስ	Apis (mythologie)
ልድያ	Lydië
ኪልቅያ	Cilicië
የኡዝቤኪስታን እግር ኳስ ፌዴሬሽን	Oezbeekse voetbalfederatie
የማሌዢያ እግር ኳስ ማህበር	Football Association of Malaysia
ቀበቶ (ማሽን)	Aandrijfriem
አራም (የሴም ልጅ)	Aram (persoon)
አርባ ምንጭ	Arba Minch
ዳ ዩ	Yu de Grote
ጉሬዛ	Oostelijke franjeaap
ቬቱሎኒያ	Vetulonia
ስመንኽካሬ ኢሚረመሻው	Imiramesha
ክለብ አትሌቲኮ ቤላ ቪዝታ	Club Atlético Bella Vista
የሀረም ጽሕፈቶች	Piramideteksten
ፑዌብላ እግር ኳስ ክለብ	Puebla FC
ኮፕዮር ወንዝ	Chopor
ፎሮኔዎስ	Phoroneus
የአባይ ሙላቶች	Cataract (Nijl)
የኖርተን እርግጥ	Stelling van Norton
ፓሪሲ	Parisii (Gallië)
ዴፖርቲቮ ካሊ	Deportivo Cali
የሲቢሊን መጻሕፍት	Sibillijnse boeken
ኒኑርታ-ቱኩልቲ-አሹር	Ninurta-tukulti-Assur
ጨኖ	Diadeemmeerkat
ዊንድሁክ ሆዜ ኩታኮ ዓለምአቀፍ አውሮፕላን ማረፊያ	Internationale luchthaven Hosea Kutako
ለዝ-አን-ኤኖ	Leuze-en-Hainaut
ናቪያ	Navia (Spanje)
ኒዦን	Nijon
የጎባጣ ርዝመት	Booglengte
ይስሐቅ	Isaak (aartsvader)
ሳካዎች	Saken
ሶዶ	Sodo (Ethiopië)
አረንጓዴ ዛጎል አሳ	Perna canalicula
ኩሜ (አዮሊስ)	Cyme
ሐቡር ወንዝ	Khabur (Eufraat)
1 ሃኒባል	Hannibal Mago
ፒዩሽቲ	Piyusti
ማሮኔያ	Maroneia
ክሊፍተን፥ አሪዞና	Clifton (Arizona)
ባንፊልድ አትሌቲክ ክለብ	CA Banfield
የአሜሪካዊ ደራሲያን ዝርዝር	Lijst van romanschrijvers uit de Verenigde Staten
ክሪስታል ራዲዮ	Kristalontvanger
የኢትዮጵያ አየር መንገድ በረራ 409	Ethiopian Airlines-vlucht 409
ታራንትኛ	Tarantino
ማሪያ ዛል	Maria Saal
ባተርስት (ከተማ)	Bathurst (Nieuw-Zuid-Wales)
የኡር-ናሙ ሕግጋት	Codex Ur-Nammu
ክለብ አትሌቲኮ ሴሮ	CA Cerro
1 ኤሪሹም	Erišum I
ዲ ኩ	Diku
የኡራጓይ እግር ኳስ ማህበር	Uruguayaanse voetbalbond
ኮራጅ	Tekenaap
አስከናዝ	Askenaz
ርግ ቬዳ	Rig-Veda
ሻሸመኔ	Shashemene
ጥቅምት	Paopi
የሀንጋሪ እግር ኳስ ፌዴሬሽን	Hongaarse voetbalbond
ኢናቆስ	Inachus (mythologie)
ኡኒቨርሲዳድ ዴ ቺሌ ክለብ	Club Universidad de Chile
አሰላ	Asela
ቡሲሪስ	Busiris (Griekse mythologie)
ደብረ ዘይት	Debre Zeit
ኡማ	Umma (stad)
አፅትላን	Aztlan
ዓይንባይን ዝምድና	Differentievergelijking
እንዳስላሴ	Inda Selassie
ጎባ	Goba
ድልሙን	Dilmun
ባዮና	Baiona
ባስተርናያውያን	Bastarnen
ደሴ	Dessie
ሉጋልባንዳ	Lugalbanda
ጅጅጋ	Jijiga
አዋሳ	Awasa
ሚዳቋ	Gewone duiker
ኦሊቨር ላፈርጅ	Oliver La Farge
ነፈርካሬ ቀቲ	Neferkare VII
ጋምቤላ (ከተማ)	Gambela (stad)
ሲ.ኤፍ. ሞንተሬይ	CF Monterrey
ኪልሜስ አትሌቲኮ ክለብ	Quilmes AC
አዋሽ ወንዝ	Awash
የአዋሽ በሔራዊ ፓርክ	Nationaal park Awash
በገና	Beganna
ቤሪክ	Berik
ታሁሙልኮ	Tajumulco
ኖያ	Noia (gemeente)
ሜኖንጉዌ	Menongue
በርበሬ	Berbere
ታፋላ	Tafalla
ደርግ	Dergue
የኢትዮጵያ ነገሥታት	Lijst van keizers van Ethiopië
የኮሎምቢያ እግር ኳስ ፌዴሬሽን	Colombiaanse voetbalbond
የደቡብ አፍሪካ እግር ኳስ ማህበር	Zuid-Afrikaanse voetbalbond
ኒው ዚላንድ እግር ኳስ	Nieuw-Zeelandse voetbalbond
ተከዜ	Tekezé
ጤፍ	Teff
መጽሐፈ ኩፋሌ	Jubileeën
ኢትስ ኮምፕሊኬትድ (ፊልም)	It's Complicated
ዲፌንሶር ስፖርቲንግ	Defensor Sporting Club
ፍሎረንስ፥ አሪዞና	Florence (Arizona)
ክሩዝ አዙል	Cruz Azul
ቁና	Afgeknotte piramide
ክለብ ሊበርታድ	Club Libertad
ወጋኝ አግላይ መርህ	Principe van inclusie en exclusie
ቲግሬስ ዴ ላ ዩ.ኤ.ኤን.ኤል.	Club Tigres
ፓርጋ	Parga (gemeente)
ምድያም	Midjan
አምልኮ	Aanbidding
ካርኑቴስ	Carnutes
የሜዳ ፍየል	Soemerringgazelle
ሴሬሶ ኦሳካ	Cerezo Osaka
ትንታ	Heimlichmanoeuvre
የገንዘብ አይነቶች	Lijst van munteenheden
ዘመናዊ ፍልስፍና	Moderne filosofie
የኮስታ ሪካ እግር ኳስ ፌዴሬሽን	Costa Ricaanse voetbalbond
ሞንቴቪዴዮ ዋንደረረስ	Montevideo Wanderers FC
በቂና አስፈላጊ	Noodzakelijke en voldoende voorwaarde
ሆተፒብሬ	Hornedjheriotef
ነጀሚብሬ	Nedjemibre
ጥቁር አባይ	Blauwe Nijl
ሰኸምካሬ 5 አመነምሃት	Amenemhat V
ዲላ	Dilla (Ethiopië)
ኪሱራ	Kisurra
ብሬስ	Bres (god)
ዛላሉቩ	Zalalövő
ኦፊር	Ofir
እርዳታ:ይዞታ	Portaal:Hulp en beheer
ፓርከር፥ አሪዞና	Parker (Arizona)
የቱኒዚያ እግር ኳስ ፌዴሬሽን	Tunesische voetbalbond
የካሜሩን እግር ኳስ ፌዴሬሽን	Kameroense voetbalbond
ካሌብ	Kaleb
ሊንጎናውያን	Lingones
ላ አልሙኒያ ዴ ዶኛ ጎዲና	La Almunia de Doña Godina
እንጀራ	Injera
የዑር ንጉሣዊ ጨዋታ	Koningsspel van Ur
ሣባ (የአረቢያ ግዛት)	Koninkrijk Saba
የእስክንድርያ ቤተክርስቲያን ፓትርያርኮች	Lijst van koptisch-orthodoxe patriarchen van Alexandrië
የኢትዮጵያ ሕዝባዊ ዲሞክራሲያዊ ሪፐብሊክ	Democratische Volksrepubliek Ethiopië
ፉጥ	Put (Bijbel)
ኩግባው	Kubaba
ቤናቬንቴ፣ ዛሞራ	Benavente (Spanje)
ሴት	Seth
ላፈርቲ	R.A. Lafferty
መሃመድ አማን	Mohammed Aman
የደም ቧንቧ	Bloedvat
ችፌ	Eczeem
ፈረንሳዊ ሠዓሊ	Lijst van Franse kunstschilders
ኤስቱዲያንቴስ ቴኮስ	Estudiantes Tecos
ሁዋቺፓቶ ስፖርት ክለብ	CD Huachipato
ቲቡሮኔስ ሮሆስ ዴ ቬራክሩዝ	CD Veracruz
ቭራሆቪቸ	Vrahovice
ሚራማር ሚሲዮኔስ	CS Miramar Misiones
ኪል	Kil (plaats in Zweden)
ሐረሪ ሕዝብ ክልል	Harari (regio)
ደብተር	Schoolschrift
የኢራን እስላማዊ ሪፐብሊክ እግር ኳስ ፌዴሬሽን	Football Federation Islamic Republic of Iran
ፐንቻክ ጃያ	Puncak Jaya
ናምቻ ባርዋ	Namjagbarwa
ካርቱም ኤርፖርት	Luchthaven van Khartoem
ሴንትራል ኤስፓኞል	Central Español FC
የምዕራብ ንጉሥ እናት	Xi Wangmu
ኡር-ናንሼ	Ur-Nansje
ቅድመ-ሴማዊ ጽሕፈት	Proto-Sinaïtisch
ሊፒት-እሽታር	Lipit-Isjtar
ዙር ግልባጭ	Bewijs door contrapositie
ኩሽ	Koesj
ፓምባ	Pamba
የአሞራዎች ጽላት	Gierenstele
ክለብ ሳንድዊች	Club sandwich
ሻሰኖን	Chassenon
ኢንጋይዎን	Ingvaeones
ፕላዛ ኮሎኒያ	CA Plaza Colonia
ሳን ሉዊስ የእግር ኳስ ክለብ	Club San Luis
ክለብ ቲኋና	Club Tijuana
ኮርያ	Korea (doorverwijspagina)
ሊቨርፑል የእግር ኳስ ክለብ	Liverpool FC
ሊቨርፑል የእግር ኳስ ክለብ (ሞንቴቪድዮ)	Liverpool FC (Uruguay)
መድፈኛ	Afdichting
ኩሽ (የካም ልጅ)	Kus (Hebreeuwse Bijbel)
ዖጊጌስ	Ogyges
የኢትዮጵያ ሕዝቦች አብዮታዊ ዲሞክራሲያዊ ግንባር	Ethiopisch Volksrevolutionair Democratisch Front
ማንቢጅ	Manbij
ቶሪ ደሴት	Tory Island
ሚዛናዊ ውጭ ስብስብ	Symmetrisch verschil
የላቲን አሜሪካ ሥነ ፅሁፍ	Latijns-Amerikaanse literatuur
ኤላም (የሴም ልጅ)	Elam (persoon)
ጋሜር	Gomer (Hebreeuwse Bijbel)
አክሱም ጽዮን	Kathedraal van onze heilige Maria van Zion
ታይ ካንግ	Xia Tai Kang
ጉን	Gun (China)
የሜክሲኮ እግር ኳስ ፌዴሬሽን	Mexicaanse voetbalbond
ፎሞራውያን	Fomóiri
ናኮር	Nahor
ሴሮሕ	Serug
ማርሲ	Marsi (Germaanse stam)
ደገሃቡር	Degehabur
ማንግ	Xia Mang
ሤ	Xia Xie
ዦንግ ካንግ	Xia Zhong Kang
ሥያንግ	Xia Xiang
ሻውካንግ	Xia Shao Kang
ውክፔዲያ:ኤምባሲ	Wikipedia:Ambassade
ቡ ጅያንግ	Xia Bu Jiang
ኋይ	Xia Huai
ዲ ዥዕ	Dizhi
የካልኩለስ መሰረታዊ እርግጥ	Hoofdstelling van de integraalrekening
ሸሆኔ	Hoefdieren
ፖል ካጋሜ	Paul Kagame
አዲስ አበባ ዩኒቨርስቲ	Universiteit van Addis Abeba
ዶራዶስ ዴ ሲናሎአ	Dorados de Sinaloa
የሷሶን ግዛት	Gallo-Romeinse Rijk
ጌሤም	Gosen (Bijbel)
አምቦ	Ambo (stad)
ድልማጣያውያን	Dalmatae
ክለብ ኔካክሳ	Necaxa
የኮምፒዩተር አውታር	Computernetwerk
ዶሮ ወጥ	Wat (gerecht)
የኢትዮጵያ አየር መንገድ በረራ 961	Ethiopian Airlines-vlucht 961
አቢሜሌክ	Abimelech
ሲኒ	Sinieten
ምጽራይም	Mitsrajim
ሉጋል-አኔ-ሙንዱ	Lugalannemundu van Adab
አልቫሮ ራፋኤል ጎንዛሌዝ	Álvaro González
ጄምስ ሳልተር	James Salter
ቱዊስኮን	Tuïsto
መደብ:ጀርመን	Categorie:Duitsland
መደብ:ጣልያን	Categorie:Italië
መደብ:የአሜሪካ ተባባሪ ክፍላገሮች	Categorie:Verenigde Staten
መደብ:ሩስያ	Categorie:Rusland
መደብ:አውስትራልያ	Categorie:Australië
መደብ:ሜክሲኮ	Categorie:Mexico
መደብ:ሕንድ	Categorie:India
መደብ:እስራኤል	Categorie:Israël
መደብ:ደቡባዊ አፍሪቃ	Categorie:Zuid-Afrika
መደብ:ግብፅ	Categorie:Egypte
መደብ:አርጀንቲና	Categorie:Argentinië
አይጊያሌዎስ	Aigialeus
ማጋን	Magan (land)
ክሻትሪያ	Kshattriya
አ ፖብራ ዴ ትሪቬስ	A Pobra de Trives
መደብ:አልጄሪያ	Categorie:Algerije
መደብ:ኦስትሪያ	Categorie:Oostenrijk
መደብ:ኢትዮጵያ	Categorie:Ethiopië
መደብ:ሆላንድ	Categorie:Nederland
መደብ:ናይጄሪያ	Categorie:Nigeria
መደብ:ፖላንድ	Categorie:Polen
ጎመንዘር	Ethiopische mosterd
መደብ:ፖርቱጋል	Categorie:Portugal
መደብ:ቬትናም	Categorie:Vietnam
መደብ:አዕዋፍ	Categorie:Vogel
መደብ:አትክልት	Categorie:Plant
መደብ:ሥነ ሕይወት	Categorie:Biologie
መደብ:የጥንተ ንጥር ጥናት	Categorie:Scheikunde
መደብ:ታሪክ	Categorie:Geschiedenis
መደብ:መልክዐ ምድር	Categorie:Geografie
መደብ:ሃይማኖት	Categorie:Religie
መደብ:ስፖርት	Categorie:Sport
መደብ:ሳይንስ	Categorie:Wetenschap
መደብ:መሬት	Categorie:Aarde
ቅዱስ ጊዮርጊስ የእግር ኳስ ቡድን	Saint-George SA
የ1934 እ.ኤ.አ. ፊፋ የዓለም ዋንጫ	Wereldkampioenschap voetbal 1934
መርየም የእየሱስ (አ.ሰ) እናት	Maryam
ሦስቱ እኅትማማች	Drie zusters
ሞናርካስ ሞሬሊያ	Monarcas Morelia
ቲራስ	Tiras
ቶቤል	Tubal
ግሩምስ	Grums (plaats)
ዮቅጣን	Joktan
ፍሬኄናል ዴ ላ ሲዬራ	Fregenal de la Sierra
ነፃነት	Freedom
ሁራካን ቡሴዮ	CSD Huracán Buceo
የኤሌክትሪክ ፈሳሻዊ ተምሳሌት	Hydraulische analogie
ሜዲና ዴ ሪዮ ሴኮ	Medina de Rioseco
ከርቤ	Commiphora
ፋሌቅ	Peleg
ሴሊሴስ	Saelices
ህያርባስ	Hiarbas
ኦሶርኖ ላ ማዮር	Osorno la Mayor
ጀበና	Jabana
ያዋን	Javan
ግሽጣ	Zuurzak
የመዋቅር ትንታኔ	Sterkteberekeningen
ማዴ	Madai
ሉድ	Lud (Bijbel)
ምስር ወጥ	Linzensoep
ሳላ (የኤቦር አባት)	Selach
ቴዲ አፍሮ	Teddy Afro
ጠላ	Tella (bier)
ማጎግ	Magog (persoon)
ሃን ዥዎ	Han Zhuo
መደብ:መንታ መንገዶች	Categorie:Wikipedia:Doorverwijspagina
መደብ:ፍልስፍና	Categorie:Filosofie
መደብ:ክርስትና	Categorie:Christendom
መደብ:እስልምና	Categorie:Islam
ሙገር ሲሚንቶ	Muger Cement
ሙሳ (አ.ሰ)	Musa (profeet)
አደም	Adam (profeet)
የኖህ ልጆች	Volkenlijst (Bijbel)
ራግው	Rehu
የምድር በርበሬ	Champagneblad
አዳማ ከተማ የእግር ኳስ ክለብ	Adama City FC
ደቅ ደሴት	Dek Deset
ይርጋለም	Irgalem
የብርሃን ልጆች ጦርነት በጨለማ ልጆች ላይ	Oorlogsrol
ብራና መቅደስ	Tempelrol
አሪንጎ	Aringo
ኬጢ	Heth
ኤነታርዚ	Enentarzi van Lagash
ሮቤል ተክለማርያም	Robel Teklemariam
ዝሆን	Elephantidae
2 ኤናናቱም	Enannatum II van Lagash
ሐረር ቢራ የእግር ኳስ ክለብ	Harrar Beer Botling FC
ሰንሰለት	Schakelketting
አሦር (የሴም ልጅ)	Assur (Bijbelse naam)
የዓለም ሀገራት ባንዲራዎች	Lijst van vlaggen van de wereld
ህዝብ	Volk
አላማጣ	Alamata
ድሬ ዳዋ ዓለም አቀፍ አየር ማረፊያ	Luchthaven Aba Tenna Dejazmach Yilma
መብራት ኃይል የእግር ኳስ ክለብ	EEPCO
የኅልውና ቀውስ	Existentiële crisis
ክሪስቲያን ስቱዋኒ	Christian Stuani
2 ኤሪሹም	Erišum II
አዋሳ ከተማ የእግር ኳስ ክለብ	Awassa City FC
ካዛሉ	Kazallu
ኋሥያ	Huaxia
ዶናልድ ሃሪንግተን	Donald Harington
ሽመል	Oxytenanthera
ሌውኪ	Leuci
ሌባ	Diefstal
ግሪልድ ቺዝ ሳንድዊች	Tosti
የጨረር ጥላ	Vectorprojectie
ልዑል	Prins
ካጌራ ወንዝ	Kagera (rivier)
ሆሣዕና	Hosaena
ሰሊጥ	Sesam
የተፈጥሮ ጭማሪ	Natuurlijke bevolkingsgroei
የኮሞዲቲ ገበያ	Goederenbeurs
መደብ:መዋቅሮች	Categorie:Wikipedia:Beginnetje
መደብ:Wikipedia	Categorie:Wikipedia:Beheer
መደብ:ባሕል ነክ መዋቅሮች	Categorie:Wikipedia:Beginnetje kunst & cultuur
መደብ:ባሕል	Categorie:Cultuur
መደብ:ፈረንጅ አመቶች	Categorie:Jaren
መደብ:አህጉር	Categorie:Continent
