Африк	Afrika
Кевин де Брёйне	Kevin De Bruyne
Даниел Субашич	Danijel Subašić
Хавьер Прието	Xabi Prieto
Карлос Гурпеги	Carlos Gurpegui
Габи	Gabriel Fernández
Жефф Грин	Jeff Green
Адмир Мехмеди	Admir Mehmedi
Мартен Фуркад	Martin Fourcade
Ричард Томпсон	Richard Thompson (atleet)
Барилгын биологи	Bouwbiologie
Фернандо Сантош	Fernando Santos
Алехандро Дамиан Домингес	Alejandro Domínguez
Сеяд Салихович	Sejad Salihović
Марек Грехута	Marek Grechuta
Кристиан Боланьос	Cristian Bolaños
Дарио Колонья	Dario Cologna
Виктор Рубан	Viktor Roeban
Андерс Бардаль	Anders Bardal
Зах зээлийн сегментчлэл	Marktsegment
Маттиас Майер	Matthias Mayer
Энтони Ванден Борре	Anthony Vanden Borre
Крис Хамфрис	Kris Humphries
Борис Немцов	Boris Nemtsov
Василий Лазарев	Vasili Lazarev
Фабиано Каруана	Fabiano Caruana
Эдуардо Сальвио	Eduardo Salvio
Фабиан Орельяна	Fabián Orellana
Жордан Айю	Jordan Ayew
Ким Бу-гён	Kim Bo-kyung
Хамес Родригес	James Rodríguez
Судалт өмхий хүрэн	Gestreepte skunk
Долган ястан	Dolganen
Теофило Гутьеррес	Teófilo Gutiérrez
Жей Жей Редик	J. J. Redick
Бургас аймаг	Boergas (oblast)
Мухамед Бешич	Muhamed Bešić
Өөлд	Dzjoengaren
Гулаг олтриг	De Goelag Archipel
Тедди Тамго	Teddy Tamgho
Вильфрид Бони	Wilfried Bony
Адриан Рамос	Adrián Ramos
Бруно Сориано	Bruno Soriano
Марио Суарес Мата	Mario Suárez
Жо Ледли	Joe Ledley
Resistance: Fall of Man	Resistance: Fall of Man
Магнус Моан	Magnus Moan
Уэйн Раутлеж	Wayne Routledge
2016 оны өсвөрийн өвлийн олимп	Olympische Jeugdwinterspelen 2016
Хосе Хуан Бареа	Jose Juan Barea
Пабло Армеро	Pablo Armero
Альбин Экдаль	Albin Ekdal
Геннадий Авдеенко	Gennadi Avdejenko
Жи Дон Вон	Ji Dong-won
Самюэль Далемберт	Samuel Dalembert
Ральф Рөүз	Ralph Rose
Стивен Брэдбури	Steven Bradbury
Як-17	Jakovlev Jak-17
Крис Брант	Chris Brunt
Ромас Убартас	Romas Ubartas
Ровшан Байрамов	Rovshan Bayramov
Франсиско Карбахал	Francisco S. Carvajal
Рон Харпер	Ron Harper
Артур Нюман	Arthur Numan
Амарсанаа	Amursana
Мамо Волде	Mamo Wolde
Семён Фарада	Semjon Farada
Артур Блэйк	Arthur Blake (hardloper)
Далибор Стеванович	Dalibor Stevanovič
Жон Акий-Буа	John Akii-Bua
Йон Гвидетти	John Guidetti
Гленн Клоуз	Glenn Close
Жоржиньо Вейналдум	Georginio Wijnaldum
Жонатан де Гузман	Jonathan de Guzman
Жалилабад аймаг	Cəlilabad (district)
Улаан цээжит арвас хошуут	Roodborsttoekan
Линьи	Linyi
Хужанд	Choedzjand
Эзэн Хаан Го-Нижоо	Go-Nijo
Эзэн Хаан Эн-Юү	En'yu
Жэймс Ван	James Wan
Венсан Же	Vincent Jay
Манни Рамирес	Manny Ramirez
Токо арвас хошуут	Reuzentoekan
Икечукву Уче	Ikechukwu Uche
Му Тэ-бом	Mo Tae-bum
Димитри Пайе	Dimitri Payet
Кайзен	Kaizen
Райан Андерсон	Ryan Anderson (basketbalspeler)
Өөр залуус	The Other Guys
Амтосифэйл	Amtocephale
Бас Дост	Bas Dost
Сакамото Рёома	Sakamoto Ryoma
Тэжу ван	Taejo van Joseon
Өэлүн	Hoelun
731-р анги	Eenheid 731
Adult Swim	Adult Swim
Жанкарло Антоньони	Giancarlo Antognoni
Оуэн Койл	Owen Coyle
Калифорни далайн арслан	Californische zeeleeuw
Хар залаат тогоруу	Zwarte kroonkraan
Маттиа Де Шильо	Mattia De Sciglio
Лос Аламосын Үндэсний Лабратори	Los Alamos National Laboratory
Ионас Валанчюнас	Jonas Valančiūnas
Мохамед Диаме	Mohamed Diamé
Чуранди Мартина	Churandy Martina
Орд	Orda Khan
Доргон	Dorgon
Маттиа Дестро	Mattia Destro
Маркус Хельнер	Marcus Hellner
Эрариум	Aerarium
Тед Денсон	Ted Danson
Аэро Монголиа	Aero Mongolia
Андерс Якобсен	Anders Jacobsen
Андрей Абдувалиев	Andrej Abdoevalijev
Жэффри Баттл	Jeffrey Buttle
Бюдингэн	Büdingen
Модун шаньюй	Mao Dun (heerser)
Oasis	Oasis (band)
Баруун Хойд Холбооны тойрог	Noordwestelijk Federaal District
2004 оны Америкийн Гран При	Grand Prix Formule 1 van de Verenigde Staten 2004
Паксе	Pakse (stad)
Нью-Жоржиа арлууд	New Georgia-eilanden
Кристоф Зуман	Christoph Sumann
Хирокитиа	Choirokoitia
Барилгажилт	Bouw
Владимир Канайкин	Vladimir Kanajkin
Бирюса	Birjoesa
Янковскийн хөмрөг	Jankowski's gors
Токио Хотел	Tokio Hotel
Загасч бүргэд	Kleine rivierarend
Эммануэль Адебайор	Emmanuel Adebayor
Африк бүргэд	Afrikaanse havikarend
Орфан	Orphan
Шабран аймаг	Şabran (district)
Ангилал:Бельгийн жүдочид	Categorie:Belgisch judoka
Боржек Дочкал	Bořek Dočkal
Вьентьян тойрог	Vientiane (prefectuur)
Никита	Nikita (2010)
Оросын сагсан бөмбөгийн үндэсний шигшээ баг	Russisch basketbalteam
Ми Сон	Mỹ Sơn
Шунхан цэгцүүхэй	Witstuitbarmsijs
Шөвгөр цахлай	Dunbekmeeuw
ТУ-14	Tupolev Tu-14
Мөнх сарьдаг уул	Moenkoe-Sardyk
Матай	Evangelie volgens Matteüs
Альборз муж	Alborz (provincie)
Олимпийн уран гулгалтын тэмцээн	Kunstrijden op de Olympische Winterspelen
Аг балгас	Aginskoje
Майкл Жей Фокс	Michael J. Fox
Дубай	Dubai
Ахал муж	Ahal (provincie)
Эдийн засгийн хөлсний алуурчны наминчлал	Bekentenissen van een economische huurmoordenaar
Бенгал үндэстэн	Bengalen (volk)
Барри Хокинс	Barry Hawkins
Капролактам	Caprolactam
Орхон (салаа утга)	Orhon
Ватабэ Акито	Akito Watabe
Хөх нугас	Blauwe eend
Ксенотим	Xenotiem
Микроклин	Microklien
Монацит	Monaziet
Нана (анимэ)	Nana (manga)
Бастнезит	Bastnäsiet
Орхимжит хөмрөг	Rosse gors
Факэдэ загвар	Façade (ontwerppatroon)
Луиш Нето	Luís Carlos Novo Neto
Максим Гоналон	Maxime Gonalons
Аль-Жазира (хөлбөмбөгийн баг)	Al-Jazira Club
Як-141	Jakovlev Jak-41
Факундо Ронкалья	Facundo Roncaglia
Микаэль Кингсбери	Mikaël Kingsbury
Залаат могойч бүргэд	Indische slangenarend
Асмир Бегович	Asmir Begović
Стэллэрийн далайн арслан	Stellerzeeleeuw
Нургийн сойр	Rotsauerhoen
Шинэ Зеландын далайн арслан	Nieuw-Zeelandse zeeleeuw
Ольга Вилухина	Olga Viloechina
АНТ-2	Tupolev ANT-2
АНТ-20/ПС-124	Tupolev ANT-20
Пак Сын Хи	Park Seung-hi
Номүра Тадахиро	Tadahiro Nomura
Алтай хот	Altaj (Mongolië)
Уулын үен	Bergwezel
Алтан хан	Altan Khan
Алтай танк	Altay (tank)
Лукас Билья	Lucas Biglia
Жереми Морель	Jérémy Morel
Давид Оспина	David Ospina
Александр Качаниклич	Alexander Kačaniklić
Гастон Рамирес	Gastón Ramírez
Жек Корк	Jack Cork
Морган Амальфитано	Morgan Amalfitano
Лука Антонелли	Luca Antonelli
Бакари Коне	Bakary Koné
Давид Фустер	David Fuster
Матиас Сильвестре	Matías Silvestre
Костел Пантилимон	Costel Pantilimon
Иорин тер Морс	Jorien ter Mors
Сон Хын Мин	Son Heung-min
Ноэль Вальядарес	Noel Valladares
Арнд Пайффер	Arnd Peiffer
Карлос Самбрано	Carlos Zambrano
Стивен Нейсмит	Steven Naismith
Мевлют Эрдинч	Mevlüt Erdinç
Лоренцо Де Сильвестри	Lorenzo De Silvestri
Стивен Н'Зонзи	Steven N'Zonzi
Барри Бэннан	Barry Bannan
Пётр Малаховский	Piotr Małachowski
Ола Виген Хаттестад	Ola Vigen Hattestad
Ли Чон Су	Lee Jung-su
Элиас Качунга	Elias Kachunga
И Бён-чоль	Lee Byung-chull
Филип Дамс	Filip Daems
Карин Клейбёкер	Carien Kleibeuker
Максим Шабалин	Maksim Sjabalin
Дэвид Ортиз	David Ortiz
Грег Фостер	Greg Foster
Рольф Даннеберг	Rolf Danneberg
Скотт Данн	Scott Dann
Жак Эрбран	Jacques Herbrand
Мөнхтөмөр	Mengu Timur
Предраг Жоржевич	Predrag Đorđević
Лерой Баррелл	Leroy Burrell
Фроде Эстил	Frode Estil
Ёхан Ремен Эвенсен	Johan Remen Evensen
Ким Жэ-бом	Kim Jae-bum
Артур Партыка	Artur Partyka
Ангилал:Түүхийн сэдвүүд	Categorie:Geschiedenis naar onderwerp
Себастьян Миля	Sebastian Mila
Хьетиль Янсруд	Kjetil Jansrud
Фүкүши Каёко	Kayoko Fukushi
Алшаа аймаг	Alxa
Франциск пап	Paus Franciscus
Сенад Лулич	Senad Lulić
Клоэ Дюфур-Лапуант	Chloé Dufour-Lapointe
Жуан Жезус	Juan Jesus
Антуан Гризманн	Antoine Griezmann
Алехандро Сабелья	Alejandro Sabella
Александр Билодо	Alexandre Bilodeau
Петер Превц	Peter Prevc
Алессио Черчи	Alessio Cerci
Демар Дерозан	DeMar DeRozan
Литани гол	Litani (Libanon)
Юссеф Эль-Араби	Youssef El-Arabi
Нолито	Nolito
Ахмед аль-Мухаммади	Ahmed Elmohamady
Орибе Перальта	Oribe Peralta
Сюй Мэнтао	Xu Mengtao
Эрнесто Канто	Ernesto Canto
Америк тогоруу	Trompetkraanvogel
Жабраил аймаг	Cəbrayıl (district)
Дашкесан аймаг	Daşkəsən (district)
Саша Клештан	Sacha Kljestan
Дарио Цвитанич	Darío Cvitanich
Чиро Иммобиле	Ciro Immobile
Рагнар Клаван	Ragnar Klavan
Билли Эллиот	Billy Elliot (film)
Жюстин Дюфур-Лапуант	Justine Dufour-Lapointe
Элдин Якупович	Eldin Jakupović
Пан Вэй	Pang Wei
Индепендент кино	Onafhankelijke film
Фернандиньо	Fernandinho
Уогга-Уогга	Wagga Wagga
Диего Коста	Diego Costa
Барисал муж	Barisal (divisie)
Стивен Жерард	Steven Gerrard
Виктор Ваньяма	Victor Wanyama
Майк Уильямсон	Mike Williamson
Анна Мельниченко	Hanna Melnitsjenko
Дэвид Ньюжент	David Nugent
Брэндон Басс	Brandon Bass
Тамын хүү (кино)	Hellboy (film)
Юлия Жима	Joelia Dzjyma
Виктор Бернардес	Víctor Bernárdez
Мехди Бенатиа	Mehdi Benatia
Ларри Жонсон	Larry Johnson
Карел Роден	Karel Roden
Хүслийн жагсаалт	The Bucket List
Сүхбаатарын Янжмаа	Sühbaataryn Yanjmaa
Ийд ал-Фит	Suikerfeest
Суси Сусанти	Susi Susanti
Археологийн соёл	Archeologische cultuur
Марко Белтрами	Marco Beltrami
Саваннакхет аймаг	Savannakhet
Таиз	Ta'izz
Юлия Савичева	Joelia Savitsjeva
Гранулометрийн бүтэц	Korrelgrootte (sediment)
Сиатл Маринерс	Seattle Mariners
ТУ-204	Tupolev Tu-204
Бор далайн хав	Kaapse pelsrob
Хатра	Hatra
Штефани Граф	Stephanie Graf
Троодосын нуруу	Troödosgebergte
Келли Сотертон	Kelly Sotherton
Раффаэль Каэтано де Араужо	Raffael
Камил Стох	Kamil Stoch
Ингрид Бергманс	Ingrid Berghmans
Кристиан Нобоа	Christian Noboa
Себастьян Поконьоли	Sébastien Pocognoli
Клеман Шантом	Clément Chantôme
Бета функц	Bètafunctie
Хо-Жон	Heo Jeong
Сиприано Кастро	José Cipriano Castro
Монголын Нууц Товчоо	De geheime geschiedenis van de Mongolen
Ёньсаньгүнь ван	Yeonsangun van Joseon
Марк Тётерт	Mark Tuitert
Аригбөх	Ariq Boke
Жозеф Гиллемо	Joseph Guillemot
Бронислав Малиновски	Bronisław Malinowski (atleet)
Жэйми О'Хара	Jamie O'Hara (voetballer)
Волмари Исо-Холло	Volmari Iso-Hollo
Кристоф Билер	Christoph Bieler
Алексей Писемский	Aleksej Pisemski
Дитмар Мөгэнбүрг	Dietmar Mögenburg
Альберто Ботиа	Alberto Botía
Стирлингийн томъёо	Formule van Stirling
Ян Бос	Jan Bos
Динократес	Dinocrates
Шанду	Xanadu (paleis)
Хөрсний механик	Grondmechanica
Амьсгалах процесс	Ademhaling
Тай үндэстэн	Thai (volk)
Австрийн ерөнхийлөгч	Bondspresident van Oostenrijk
Мориц Штоппелькамп	Moritz Stoppelkamp
Хятадын ард түмэн	Officiële etnische groepen van de Volksrepubliek China
Хараалжин цууцил	Grote grijze snip
Итэлгэн цахлай	Reuzenzwartkopmeeuw
Олимпийн бэйсболын тэмцээн	Honkbal op de Olympische Zomerspelen
Хажигабул аймаг	Hacıqabul (district)
Бөөрний дутагдал	Nierfalen
РТ-2ПМ2 Тополь-М	Topol-M
Актөбе	Aqtöbe
Талукан	Taloqan
Евгений Гришин	Jevgeni Grisjin
Хүжин зам	Wierookroute - Woestijnsteden in de Negev
Златибор аймаг	Zlatibor (district)
Coritiba Foot Ball Club	Coritiba Foot Ball Club
Таншоннят олон улсын нисэх онгоцны буудал	Internationale Luchthaven Tân Sơn Nhất
Дээд палеолит	Laatpaleolithicum
Сүвоний Самсон Блюуингз	Suwon Samsung Bluewings
Блинк-182	Blink-182
Олон ангит кино	Koreaanse soaps
Ки Бу-бэ	Ki Bo-bae
Куанхэгүнь ван	Gwanghaegun van Joseon
Азербайжан үндэстэн	Azerbeidzjanen
Нани	Nani (voetballer)
Эдвин ван дер Сар	Edwin van der Sar
Зохиолч	Auteur
Чүнжун ван	Jungjong van Joseon
Пари Сен-Жермен	Paris Saint-Germain
Паоло Мальдини	Paolo Maldini
Робинзон Крузо	Robinson Crusoe
