ܐܦܪܝܩܐ	Afrika
ܓܙܪܬܐ ܐܝܘܠܝܬܐ	Eolische Eilanden
ܓܒܐ ܕܒܥܬ	Arabische Socialistische Ba'ath-partij
ܦܩܪܐ	Wervel (anatomie)
ܒܪ ܩܠܐ	Echo (geluid)
ܟܝܡܪܐ	Chimaera (mythologie)
ܠܘܓܡܐ	Bovenkaakbeen
ܛܪܘܢܐ	Dictator (modern)
ܬܝܒܘܬܐ	Biecht
ܡܛܘܚܬܐ	Wijsvinger
ܩܒܠܘܬܐ	Verloskunde
ܐܪܙܝܪܐ	Spreeuwen (vogels)
ܣܦܪܐ (ܩܢܘܢܝܐ)	Jurist
Ͱ	Heta
ܥܡܐ ܐܪܡܝܐ	Arameeërs
ܟܢܘܢܬܐ (ܫܪܝܬܐ)	Pols (anatomie)
ܐܒܐ (ܐܠܗܐ)	God de Vader
ܐܢܒܐܪ (ܗܘܦܪܟܝܐ)	Al-Anbar
ܡܪܕܝܢ (ܡܕܝܢܬܐ)	Mardin (stad)
ܣܪܛܢܐ	Cancer
ܡܘܪܘܢ	Vormsel
ܚܠܡܬܐ	Tepel
ܢܘܠܐ ܕܓܘܓܝ	Spinnenweb
ܐܫܥܝܐ	Jesaja (profeet)
ܒܝܬ ܟܬܒܐ ܐܬܪܝܐ ܕܐܣܪܐܝܠ	Nationale Bibliotheek van Israël
ܥܪܫܐ	Kies
ܢܝܢܘܐ (ܗܘܦܪܟܝܐ)	Ninawa
ܢܘܗܕܪܐ (ܗܘܦܪܟܝܐ)	Duhok (gouvernement)
ܘܐܣܛ (ܗܘܦܪܟܝܐ)	Wasit
ܨܠܐܚ ܐܠܕܝܢ (ܗܘܦܪܟܝܐ)	Salah ad Din
ܟܢܘܫܝܐ ܕܠܫܢܐ ܥܒܪܝܐ	Academie voor de Hebreeuwse Taal
ܥܘܕ	Oed
ܒܓܕܐܕ (ܗܘܦܪܟܝܐ)	Bagdad (gouvernement)
ܣܪܓܐ	Zadel (dier)
ܒܨܪܐ (ܨܒܥܐ)	Ringvinger
ܩܛܝܣܦܘܢ	Ctesiphon
ܟܒܘܫܐ	Nachtmerrie
ܢܓܦ (ܗܘܦܪܟܝܐ)	An-Najaf
ܟܪܟ ܣܠܘܟ (ܗܘܦܪܟܝܐ)	Kirkoek (provincie)
ܕܢܚܐ ܕܫܡܫܐ	Zonsopkomst
ܬܐܪܬܐ	Geweten
ܒܨܪܐ (ܗܘܦܪܟܝܐ)	Basra (gouvernement)
ܡܫܚܐ ܕܟܪܝܗܐ	Ziekenzalving
ܦܠܫܬ	Filistijnen
ܐܠܥܐ (ܝܘܠܦܢ ܨܪܘܝܘܬܐ)	Rib (anatomie)
ܥܕܬܐ ܐܝܓܘܦܛܝܬܐ	Koptisch-orthodoxe Kerk
ܐܦܪܝܡ ܣܘܪܝܝܐ	Efrem de Syriër
ܐܝܙܝܕܝܐ	Jezidi's
ܪܝܫܘܢ ܠܬܣܝܘܢ	Risjon Letsion
ܟܢܪܐ	Lier (muziekinstrument)
ܥܕܬܐ ܕܡܕܢܚܐ ܕܐܬܘܪܝܐ	Assyrische Kerk van het Oosten
ܬܠܐ ܕܚܕ ܐܝܠܢ	One Tree Hill (televisieserie)
ܡܘܪܐ	Mirre
ܦܕܪܠܝܐ	Federalisme
ܐܠܝܫܥ	Elisa (profeet)
ܗܟܐܪܝ (ܡܕܝܢܬܐ)	Hakkâri (stad)
ܣܢܚܪܝܒ	Sanherib
ܩܘܪܝܐܠܝܣܘܢ	Kyrie (mis)
ܟܢܘܫܝܐ ܕܐܣܪܐܝܠ ܕܝܘܠܦܢܐ ܘܐܢܫܝܬܐ	Israëlische Academie van Wetenschappen
ܣܘܟܢܐ	Roer (schip)
ܥܕܬܐ ܣܘܪܝܝܬܐ ܐܪܬܘܕܟܣܝܬܐ	Syrisch-orthodoxe Kerk van Antiochië
ܟܣܬܐ	Voer (voeding)
ܩܡܫܠܝ	Kamishli
ܡܘܬܢܐ (ܗܘܦܪܟܝܐ)	Al-Muthanna
ܡܝܫܢ (ܗܘܦܪܟܝܐ)	Maysan
ܣܘܠܝܡܐܢܝܐ (ܗܘܦܪܟܝܐ)	Suleimaniya (gouvernement)
ܐܪܒܝܠ (ܗܘܦܪܟܝܐ)	Arbil (gouvernement)
ܚܠܒ (ܗܘܦܪܟܝܐ)	Aleppo (gouvernement)
ܟܪܒܠܐܐ (ܗܘܦܪܟܝܐ)	Karbala (gouvernement)
ܕܝ ܩܐܪ (ܗܘܦܪܟܝܐ)	Dhi Qar
ܐܢܕܪܢܝܩ ܡܐܪܓܐܪܝܐܢ	Andranik Margarian
ܓܘܙܐ	Okkernootfamilie
ܕܝܐܠܐ (ܗܘܦܪܟܝܐ)	Diyala (gouvernement)
ܟܒܒ	Khabab
ش	Sjin (Arabische letter)
ܩܪܫܬܐ	Plafond (bouw)
ص	Sad (Arabische letter)
ض	Dad (Arabische letter)
ظ	Dza (Arabische letter)
ع	Ain (Arabische letter)
غ	Gain (Arabische letter)
ف	Fa (Arabische letter)
ق	Qaf (Arabische letter)
ܚܨܪܐ	Pink (vinger)
ܐܡܬܐ (ܝܘܠܦܢ ܨܪܘܝܘܬܐ)	Onderarm
ܣܝܢܝ	Sinaï
ܬܐܘܡܐ	Thomas
ܐܝܒܪܝܐ	Iberia
ܚܡܬ (ܗܘܦܪܟܝܐ)	Hama (gouvernement)
ܟܢܘܢܬܐ ܕܐܝܕܐ	Handwortelbeen
ܐܝܣܪܐܝܠ (ܬܘܚܡܐ ܐܚܪܢܐ)	Israël (doorverwijspagina)
ܡܠܐܟܐ	Engel
ܡܣܘܪܩܐ ܕܐܝܕܐ	Middenhandsbeen
ܡܠܟܘܬܐ ܕܒܝܬ ܥܣܪ ܥܝܢܐ	Osroene
ܕܪܥܐ (ܡܕܝܢܬܐ)	Daraa
ܨܕܥܐ	Slaap (anatomie)
ܣܘܣܝܐ ܐܝܣܠܢܕܝܐ	IJslander (paard)
ܩܠܐ	Muzieknoot
ܓܪܡܐ	Bot (anatomie)
ܠܒܠܒܬܐ	Huig
ܙܓܐ ܕܣܦܝܢܬܐ	Scheepsbel
ك	Kaf (Arabische letter)
ل	Lam (Arabische letter)
م	Mim (Arabische letter)
ن	Nun (Arabische letter)
ه	Ha (Arabische letter)
و	Waw (Arabische letter)
ي	Ya (Arabische letter)
ܥܪܒܝܐ	Arab
ܓܝܕܐ ܕܓܢܫܝܐ	Nervus ischiadicus
ܒܪܬܐ (ܒܝܬܝܘܬܐ)	Dochter
ܚܣܟܗ (ܡܕܝܢܬܐ)	Al-Hasakah (plaats)
ܛܐܪܩ ܥܙܝܙ	Tariq Aziz
ܡܣܘܪܩܐ ܕܪܓܠܐ	Middenvoetsbeen
ܥܪܩ	Arak (Nabije Oosten)
ܫܠܦܐ	Lemmet (mes)
ܛܘܪ ܠܒܢܢ	Libanon (gebergte)
ܐܘܛܪܝܟܛ	Utrecht
ܟܝܢܐ	Natuur
ܪܗܘܡܐ	Rum
ܩܝܒܩ	Quebec
ܥܡܐ ܐܬܘܪܝܐ/ܣܘܪܝܝܐ	Assyriërs (volk)
ܛܘܪܐ ܕܣܝܢܝ	Sinaïberg
ܦܘܪܬܥܢܐ	Vlooien
ܟܪܘܙܘܬܐ ܕܡܬܝ	Evangelie volgens Matteüs
ܡܕܝܢܬܐ ܡܝܬܬܐ	Dode steden in Syrië
ܢܘܗܕܪܐ	Duhok
ܐܓܪܬܐ ܕܠܘܬ ܐܦܣܝܐ	Brief van Paulus aan de Efeziërs
ܚܡܬ	Hama
ܒܢܦܫܐ	Violet
ܢܨܪܬ	Nazareth (Israël)
ܥܕܬܐ ܥܬܝܩܬܐ ܕܡܕܢܚܐ	Oude Kerk van het Oosten
ܟܬܒܐ ܕܡܘܪܡܘܢ	Boek van Mormon
ܐܝܓܢܐܛܝܘܣ ܡܘܫܐ ܩܕܡܝܐ ܕܐܘܕ	Ignace Moussa I Daoud
ܒܫܐܪܐ ܦܛܪܘܣ ܐܠܪܐܥܝ	Béchara Boutros Raï
ܡܪܝ ܦܘܠܝܩܪܦܘܣ ܐܘܓܝܢ ܐܝܕܝܢ	Polycarpus Augin Aydin
ܥܡܢܘܐܝܠ ܬܠܝܬܝܐ ܕܠܝ	Emmanuel III Delly
ܥܡܘܕܐ ܦܩܪܝܐ	Wervelkolom
ܒܝܬ ܫܥܝܐ	Stadion
ܓܘܕ ܫܪܠܘܛ	Good Charlotte
ܒܪ ܨܘܪܐ	Kraag
ܚܣܚܘܣܐ	Kraakbeen
ܛܘܪ ܥܒܕܝܢ	Tur Abdin
ܡܪܝ ܩܘܪܝܩܘܣ ܣܗܕܐ ܘܕܝܘܠܝܛܐ ܝܡܗ	Quiricus en Julitta
ܐܝܣܛܢܒܘܠ (ܗܘܦܪܟܝܐ)	Istanboel (provincie)
ܝܘܢܝܐ	Grieken
ܓܗܢܐ	Gehenna
ܝܥܩܘܒ ܒܘܪܕܥܢܐ	Jacobus Baradaeus
ܐܓܢܛܝܘܣ ܝܘܣܦ ܬܠܝܬܝܐ ܝܘܢܢ	Ignace Joseph III Younan
ܬܠܫܝܬܐ ܕܩܛܠܐ ܕܐܕܘܠܦ ܗܝܛܠܪ	Lijst van aanslagen op Adolf Hitler
ܬܐܓܘܪܬܐ	Handel (economie)
ܡܛܟܣܬܐ ܐܬܘܪܝܬܐ ܕܝܡܩܪܛܝܬܐ	Assyrische Democratische Organisatie
ܡܬܐ	Heimat
ܫܝܪܢܐܟ (ܗܘܦܪܟܝܐ)	Şırnak (provincie)
ܥܘܩܣܐ	Angel (insect)
ܟܗܢܘܬܐ	Wijding
ܚܒܘܪ	Khabur (Eufraat)
ܗܕܡܐ ܓܘܝܐ	Orgaan
ܡܥܠܘܠܐ	Ma'loula
ܐܘܪܘܦܐ	Europa
ܡܕܝܕ	Midyat (stad)
ܐܣܝܪܝܣܩܐ	Assyriska Föreningen
ܥܕܬܐ ܣܘܪܝܝܬܐ ܩܬܘܠܝܩܝܬܐ	Syrisch-katholieke Kerk
ܐܘܣܛܪܠܝܐ	Australia
ܡܦܩܬܐ ܦܫܝܛܬܐ	Peshitta
ܐܪܚܘܬܐ	Gastvrijheid
ܫܪܓܐ ܕܢܦܛܐ	Olielamp
ܚܘܐ	Eva (persoon)
ܗܘܦܪܟܝܣ ܕܥܝܪܐܩ	Deelgebieden van Irak
ܩܛܠܥܡܐ ܐܬܘܪܝܐ	Assyrische genocide
ܚܬܢܐ (ܒܝܬܝܘܬܐ)	Bruidegom
ܒܝܬ ܟܬܒܐ ܕܐܫܘܪ ܒܢܐܦܠ	Bibliotheek van Nineve
ܣܪܦܝܘܢ	Serapion de scholastiek
ܒܕܘܩܐ	Scouting
ܥܘܕܪܢܐ:ܚܒܝܫܬ̈ܐ	Portaal:Hulp en beheer
ܓܦܬܐ	Klimplant
ܡܝܟܐܝܠ	Michael
ܐܝܓܢܐܛܝܘܣ ܙܟܝ ܩܕܡܝܐ ܥܝܘܐܨ	Ignatius Zakka I Iwas
ܐܣܛܘܡܟܐ	Maag
ܟܢܘܢܬܐ ܕܪܓܠܐ	Voetwortelbeen
ܓܢܬܐ	Tuin
ܒܪܐ (ܐܠܗܐ)	God de Zoon
ܚܝܠܐ ܠܒܢܝܐ	Libanese Strijdkrachten
ܕܒܘܪܐ	Wespen
ܘܝܩܝܦܕܝܐ:ܐܝܙܓܕܘܬܐ	Wikipedia:Ambassade
ܫܠܝܬܐ	Placenta
ܒܝܬ ܛܘܣܐ	Vliegveld
ܒܝܬ ܫܡܪܝܐ	Samaria (regio)
ܐܓܢܣ ܡܘ	Agnes Monica
ܦܪܢܣܘ ܗܪܝܪܝ	Franso Hariri
ܣܕܪܐ:ܓܪܡܢ	Categorie:Duitsland
ܣܕܪܐ:ܐܝܛܠܝܐ	Categorie:Italië
ܣܕܪܐ:ܐܬܪܘܬܐ ܡܚܝܕܐ ܕܐܡܪܝܩܐ	Categorie:Verenigde Staten
ܣܕܪܐ:ܪܘܣܝܐ	Categorie:Rusland
ܣܕܪܐ:ܩܢܕܐ	Categorie:Canada
ܣܕܪܐ:ܐܝܣܪܐܝܠ	Categorie:Israël
ܣܕܪܐ:ܛܘܪܩܝܐ	Categorie:Turkije
ܣܕܪܐ:ܡܨܪܝܢ	Categorie:Egypte
ܣܕܪܐ:ܐܝܪܐܢ	Categorie:Iran
ܕܝܪܐ ܕܡܪܝ ܓܒܪܐܝܠ	Mor Gabriel-klooster
ܥܐܕܐ	Feest- en gedenkdagen
ܣܕܪܐ:ܥܝܪܐܩ	Categorie:Irak
ܣܕܪܐ:ܗܘܠܢܕܐ	Categorie:Nederland
ܣܕܪܐ:ܦܘܠܢܕ	Categorie:Polen
ܣܕܪܐ:ܛܝܪܐ	Categorie:Vogel
ܣܕܪܐ:ܝܥܝܬܐ	Categorie:Plant
ܣܕܪܐ:ܬܘܕܝܬܐ	Categorie:Religie
ܣܕܪܐ:ܝܕܥܬܐ	Categorie:Wetenschap
ܩܘܠ ܬܘܪܗ	Kol Tora
ܦܪܡܬܐ ܕܣܡܠܐ	Genocide van Simele
ܓܪܫܘܢܝ	Garshuni
ܨܘܒܐ	Nusaybin (stad)
ܕܪܥܐ (ܗܘܦܪܟܝܐ)	Daraa (gouvernement)
ܝܘܠ ܦܘܪܕܒܢܕ	Joël Voordewind
ܡܪܝܡ (ܚܬܗ ܕܡܘܫܐ)	Mirjam
ܣܕܪܐ:ܬܘܚܡܐ ܐܚܪܢܐ	Categorie:Wikipedia:Doorverwijspagina
ܣܕܪܐ:ܡܫܝܚܝܘܬܐ	Categorie:Christendom
ܣܕܪܐ:ܐܣܠܐܡ	Categorie:Islam
ܣܕܪܐ:ܝܗܘܕܝܘܬܐ	Categorie:Jodendom
ܦܩܥܬܐ ܕܢܝܢܘܐ	Vlakte van Nineve
ܠܩܐ ܕܣܦܝܢܬܐ	Roeiriem
ܚܪܒܘܩܬܐ	Knoopsgat
ܬܪܢܓܠܐ	Haan (kip)
ܙܚܘܪܝܬܐ (ܓܘܢܐ)	Scharlakenrood
ܐܢܩܪܐ (ܗܘܦܪܟܝܐ)	Ankara (provincie)
ܐܢܕܪܐܘܣ	André
ܐܝܪܠܢܕ	Ierland
ܟܬܒܬ ܐܝܕܐ	Handschrift (persoon)
ܝܘܢܢ	Jona (profeet)
ܐܨܪܐ	Condiment
ܕܝܪܝܟ	Al-Malikiyah
ܫܘܫܡܬܐ	Sesam
ܣܕܪܐ:ܘܝܩܝܦܕܝܐ	Categorie:Wikipedia
ܣܕܪܐ:ܝܒܫܬܐ	Categorie:Continent
ܝܙܦܬܐ	Schuld (debet)
ܦܨܝܕܐ	Vijver
ܐܪܓܘܢܐ	Paars
ܢܘܪܢܝܐ	Piramide (ruimtelijke figuur)
ܘܝܩܝܦܕܝܐ:HotCat	Wikipedia:HotCat
ܒܛܐ	Eenden
ܗܝܟܠܐ ܕܫܠܝܡܘܢ	Joodse tempel
ܠܘܝܣ ܪܘܦܐܝܠ ܩܕܡܝܐ ܣܟܘ	Louis Raphaël I Sako
ܩܠܒܐ:ܓܕܫܐ ܗܫܝܐ	Sjabloon:Hoofdpagina - in het nieuws
ܣܕܪܐ:ܡܟܬܒܢܘܬܐ ܕܐܬܪܘܬܐ	Categorie:Land
ܘܝܩܝܦܕܝܐ:ܡܕܒܪܢܐ	Wikipedia:Moderator
ܣܕܪܐ:ܫܕܬܐ	Categorie:Beroep
ܘܝܩܝܦܕܝܐ:ܒܘܬ̈ܐ	Wikipedia:Bots
ܣܕܪܐ:ܙܒܢܐ	Categorie:Tijd
ܣܕܪܐ:ܙܘܙܐ	Categorie:Geld
ܣܕܪܐ:ܝܘܠܦܢ ܨܪܘܝܘܬܐ	Categorie:Anatomie
ܣܕܪܐ:ܐܣܝܘܬܐ	Categorie:Geneeskunde
ܫܡܥܘܢ (ܫܡܐ)	Simon (voornaam)
ܡܨܪܝܢ	Egypte (land)
ܩܠܒܐ:Bot	Sjabloon:Bot
ܩܢܕܐ	Canada
ܣܕܪܐ:ܝܘܢ	Categorie:Griekenland
ܣܕܪܐ:ܣܘܝܕ	Categorie:Zweden
ܐܡܪܐ	Lam (schaap)
ܩܠܒܐ:ܐܫܛܪܘܬܐ	Sjabloon:Sjabdoc
ܣܕܪܐ:User languages	Categorie:Wikipedia:Babel
ܦܘܠܚܢܐ	Bedrijf
ܩܠܒܐ:Softredirect	Sjabloon:Softredirect
ܩܠܒܐ:Delete	Sjabloon:Nuweg
ܣܕܪܐ:ܠܫܢܐ	Categorie:Taal
ܣܕܪܐ:ܩܢܘܢܐ ܕܠܥܙܐ	Categorie:Grammatica
ܘܝܩܝܦܕܝܐ:General disclaimer	Wikipedia:Vrijwaringsclausule
ܣܕܪܐ:Noindexed pages	Categorie:Wikipedia:Niet te indexeren pagina's
ܘܝܩܝܦܕܝܐ:ܕܘܒܪܐ	Wikipedia:Conventies
ܩܠܒܐ:Navbox	Sjabloon:Navigatie
ܣܕܪܐ:ܩܠܒܐ ܐܬܘܬܐ ܕܐܝܣܘ	Categorie:Wikipedia:Sjablonen vlag
ܩܠܒܐ:ܡܦܐܬܐ ܩܠܒܐ	Sjabloon:Tnavbar
ܩܠܒܐ:Clear	Sjabloon:Clearboth
ܘܝܩܝܦܕܝܐ:ܡܟܬܒܘܬܐ ܕܡܓܠܐ ܠܟܠ ܘܝܩܝܦܕܝܐ	Wikipedia:Archief/Wikipedia:Artikelen die elke Wikipedia zou moeten hebben
ܣܕܪܐ:ܐܠܝܩܛܪܘܢܝܘܬܐ	Categorie:Elektronica
ܣܕܪܐ:ܝܪܚܐ ܕܫܢܬܐ	Categorie:Maand
ܩܠܒܐ:Babel	Sjabloon:Babel
ܩܠܒܐ:Commons	Sjabloon:Commons
ܩܠܒܐ:Reflist	Sjabloon:References
ܩܠܒܐ:User ar-1	Sjabloon:Gebruiker ar-1
ܩܠܒܐ:User az	Sjabloon:Gebruiker az
ܩܠܒܐ:See also	Sjabloon:Zie ook
ܩܠܒܐ:User de	Sjabloon:Gebruiker de
ܩܠܒܐ:User es	Sjabloon:Gebruiker es
ܩܠܒܐ:User en-3	Sjabloon:Gebruiker en-3
ܩܠܒܐ:User en-1	Sjabloon:Gebruiker en-1
ܩܠܒܐ:User en-2	Sjabloon:Gebruiker en-2
ܩܠܒܐ:User en-4	Sjabloon:Gebruiker en-4
ܩܠܒܐ:User en	Sjabloon:Gebruiker en
ܩܠܒܐ:User fa	Sjabloon:Gebruiker fa
ܩܠܒܐ:User fr-1	Sjabloon:Gebruiker fr-1
ܩܠܒܐ:User he-2	Sjabloon:Gebruiker he-2
ܩܠܒܐ:User he-1	Sjabloon:Gebruiker he-1
ܩܠܒܐ:User sk	Sjabloon:Gebruiker sk
ܩܠܒܐ:User tr	Sjabloon:Gebruiker tr
ܩܠܒܐ:User ja	Sjabloon:Gebruiker ja
ܩܠܒܐ:User fr	Sjabloon:Gebruiker fr
ܩܠܒܐ:User he	Sjabloon:Gebruiker he
ܣܕܪܐ:ܐܣܝܐ	Categorie:Azië
ܣܕܪܐ:ܕܪܐ ܕܥܣܪܝܢ ܘܚܕ	Categorie:21e eeuw
ܩܠܒܐ:Mod	Sjabloon:Modulo
ܩܠܒܐ:User sv	Sjabloon:Gebruiker sv
ܩܠܒܐ:User it	Sjabloon:Gebruiker it
ܣܕܪܐ:ܐܨܪܐ	Categorie:Condiment
ܩܠܒܐ:Edit	Sjabloon:Edit
ܩܠܒܐ:Sidebar	Sjabloon:Zijbalk generiek
ܩܠܒܐ:ܐܬܪܐ	Sjabloon:Infobox land
ܣܕܪܐ:User en	Categorie:Wikipedia:Gebruiker en
ܣܕܪܐ:User zh	Categorie:Wikipedia:Gebruiker zh
ܩܠܒܐ:ܐܠܦܒܝܬ ܥܪܒܝܐ	Sjabloon:Navigatie Arabisch alfabet
ܣܕܪܐ:User zh-N	Categorie:Wikipedia:Gebruiker zh-M
ܩܠܒܐ:ܨܢܕܘܩ ܪܡܙܐ2	Sjabloon:Infobox generiek
ܩܠܒܐ:User zh	Sjabloon:Gebruiker zh
ܣܕܪܐ:ܦܐܦܐ	Categorie:Paus
ܩܠܒܐ:User nl-1	Sjabloon:Gebruiker nl-1
ܩܠܒܐ:User nl-2	Sjabloon:Gebruiker nl-2
ܣܕܪܐ:ܪܝܫܝ ܩܘܛܢܝܘܬܐ	Categorie:President
ܩܠܒܐ:User ru	Sjabloon:Gebruiker ru
ܩܠܒܐ:IPA	Sjabloon:IPA
ܣܕܪܐ:ܗܪܘܡܐ	Categorie:Specerij
ܣܕܪܐ:ܦܠܫܬ	Categorie:Palestina
ܣܕܪܐ:ܡܠܐܟܐ	Categorie:Engel
ܣܕܪܐ:ܢܒܝܐ	Categorie:Profeet
ܩܠܒܐ:ܨܢܕܘܩ ܡܕܒܪܢܐ	Sjabloon:Infobox ambtsbekleder
ܩܠܒܐ:Sortname	Sjabloon:SortNaam
ܩܠܒܐ:Border	Sjabloon:Border
ܩܠܒܐ:GUA	Sjabloon:GT
ܩܠܒܐ:User nl	Sjabloon:Gebruiker nl
ܩܠܒܐ:ܡܣܦܩ ܩܐܫ	Sjabloon:Purge
ܩܠܒܐ:ܨܢܕܘܩ ܐܡܢܐ	Sjabloon:Infobox kunstenaar
ܩܠܒܐ:ܡܦܠܚܢܐ	Sjabloon:Gebruikerlinks
ܣܕܪܐ:ܬܘܢܣ	Categorie:Tunesië
ܩܠܒܐ:Oppose	Sjabloon:Tegen
ܩܠܒܐ:COL	Sjabloon:CO
ܩܠܒܐ:PER	Sjabloon:PE
ܩܠܒܐ:User ar-2	Sjabloon:Gebruiker ar-2
ܩܠܒܐ:User ar-3	Sjabloon:Gebruiker ar-3
ܩܠܒܐ:User ar	Sjabloon:Gebruiker ar
ܩܠܒܐ:ܝܘܡܐ ܕܫܒܘܥܐ	Sjabloon:Zijbalk weekdagen
ܣܕܪܐ:ܡܕܝܢܬܐ ܒܐܘܚܕܢܐ ܡܚܝܕܐ	Categorie:Stad in de Verenigde Staten
ܩܠܒܐ:ܬ.ܐ.	Sjabloon:Dp
ܩܠܒܐ:No	Sjabloon:Nietuitgevoerd
ܣܕܪܐ:ܩܠܒܐ ܨܢܕܘܩܐ	Categorie:Wikipedia:Sjablonen infobox
ܩܠܒܐ:ܩܘܕܝܟܘܣ ܕܣܕܪܐ	Sjabloon:Hoofding categorieindex
ܩܠܒܐ:ܐܠܦܒܝܬ ܥܒܪܝܐ	Sjabloon:Infobox Hebreeuwse letter
ܣܕܪܐ:User yue	Categorie:Wikipedia:Gebruiker yue
ܣܕܪܐ:User az	Categorie:Wikipedia:Gebruiker az
ܣܕܪܐ:User sk	Categorie:Wikipedia:Gebruiker sk
ܣܕܪܐ:User fr	Categorie:Wikipedia:Gebruiker fr
ܣܕܪܐ:User ja	Categorie:Wikipedia:Gebruiker ja
ܣܕܪܐ:User la	Categorie:Wikipedia:Gebruiker la
ܣܕܪܐ:User pt	Categorie:Wikipedia:Gebruiker pt
ܣܕܪܐ:User ro	Categorie:Wikipedia:Gebruiker ro
ܣܕܪܐ:User sv	Categorie:Wikipedia:Gebruiker sv
ܣܕܪܐ:User ko-N	Categorie:Wikipedia:Gebruiker ko-M
ܩܠܒܐ:User yue	Sjabloon:Gebruiker yue
ܣܕܪܐ:ܗܘܦܪܟܝܣ ܕܥܝܪܐܩ	Categorie:Provincie van Irak
ܣܕܪܐ:User ar	Categorie:Wikipedia:Gebruiker ar
ܣܕܪܐ:User da	Categorie:Wikipedia:Gebruiker da
ܣܕܪܐ:User sk-N	Categorie:Wikipedia:Gebruiker sk-M
ܣܕܪܐ:User de	Categorie:Wikipedia:Gebruiker de
ܣܕܪܐ:User el	Categorie:Wikipedia:Gebruiker el
ܣܕܪܐ:User en-N	Categorie:Wikipedia:Gebruiker en-M
ܣܕܪܐ:User es	Categorie:Wikipedia:Gebruiker es
ܣܕܪܐ:User fa	Categorie:Wikipedia:Gebruiker fa
ܣܕܪܐ:User fi	Categorie:Wikipedia:Gebruiker fi
ܣܕܪܐ:User he	Categorie:Wikipedia:Gebruiker he
ܣܕܪܐ:User hy	Categorie:Wikipedia:Gebruiker hy
ܣܕܪܐ:ܠܫܢܐ ܥܒܪܝܐ	Categorie:Hebreeuws
ܣܕܪܐ:ܡܕܝܢܬܐ ܒܐܝܣܪܐܝܠ	Categorie:Stad in Israël
ܣܕܪܐ:User it	Categorie:Wikipedia:Gebruiker it
ܣܕܪܐ:User ko	Categorie:Wikipedia:Gebruiker ko
ܣܕܪܐ:ܒܬܫܪܝܢ ܐܚܪܝ	Categorie:November
ܣܕܪܐ:ܝܡܡܐ	Categorie:Zee
ܩܠܒܐ:ܐܠܦܒܝܬ ܝܘܢܝܐ	Sjabloon:Zijbalk Grieks alfabet
ܣܕܪܐ:ܦܛܪܝܪܟܘ ܕܥܕܬܐ ܣܘܪܝܝܬܐ ܩܬܘܠܝܩܝܬܐ	Categorie:Syrisch-katholiek patriarch van Antiochië
ܩܠܒܐ:ܢܒܝܐ ܕܕܝܬܝܩܝ ܥܬܝܩܬܐ	Sjabloon:Navigatie profeten uit de Tenach
ܣܕܪܐ:ܒܝܬܝܘܬܐ	Categorie:Verwantschap
ܬܪܥܐ:ܬܘܕܝܬܐ	Portaal:Religie
ܣܕܪܐ:ܪܝܫܝ ܩܘܛܢܝܘܬܐ ܥܠ ܐܬܪܐ	Categorie:President naar land
ܣܕܪܐ:User ru	Categorie:Wikipedia:Gebruiker ru
ܣܕܪܐ:User ru-3	Categorie:Wikipedia:Gebruiker ru-3
ܣܕܪܐ:User tl	Categorie:Wikipedia:Gebruiker tl
ܣܕܪܐ:User tmr	Categorie:Wikipedia:Gebruiker tmr
ܣܕܪܐ:User tr	Categorie:Wikipedia:Gebruiker tr
ܣܕܪܐ:ܙܡܪܐ	Categorie:Musicus
ܩܠܒܐ:Lang	Sjabloon:Lang
ܣܕܪܐ:ܪܫܘܡܐ	Categorie:Kunstschilder
ܩܠܒܐ:ܫܠܝܚܐ ܕܡܫܝܚܐ	Sjabloon:Navigatie apostelen
ܩܠܒܐ:Busy/Doc	Sjabloon:Druk
ܩܠܒܐ:CHI	Sjabloon:CL
ܣܕܪܐ:ܢܝܓܪ	Categorie:Niger
ܣܕܪܐ:ܝܘܠܦܢ ܩܢܘܢܝܐ	Categorie:Rechtsgeleerdheid
ܣܕܪܐ:ܣܥܪܐ	Categorie:Haardracht
ܩܠܒܐ:User ar-4	Sjabloon:Gebruiker ar-4
ܣܕܪܐ:ܢܗܪܘܬܐ	Categorie:Rivier
ܩܠܒܐ:User he-3	Sjabloon:Gebruiker he-3
ܩܠܒܐ:User he-4	Sjabloon:Gebruiker he-4
ܩܠܒܐ:User ko	Sjabloon:Gebruiker ko
ܩܠܒܐ:User pt	Sjabloon:Gebruiker pt
ܣܕܪܐ:User nl	Categorie:Wikipedia:Gebruiker nl
ܣܕܪܐ:User no	Categorie:Wikipedia:Gebruiker no
ܣܕܪܐ:ܣܘܪܝܐ	Categorie:Syrië
ܣܕܪܐ:ܕܪܐ ܩܕܡܝܐ	Categorie:1e eeuw
ܣܕܪܐ:ܓܙܪܬܐ ܝܒܫܢܝܬܐ	Categorie:Schiereiland
ܣܕܪܐ:ܗܘܦܪܟܝܣ ܕܗܘܠܢܕܐ	Categorie:Provincie van Nederland
ܣܕܪܐ:ܡܢܝܢܐ	Categorie:Natuurlijk getal
ܣܕܪܐ:ܡܕܝܢܬܐ ܕܥܝܪܐܩ	Categorie:Stad in Irak
ܣܕܪܐ:ܥܝܢܐ (ܨܪܘܝܘܬܐ)	Categorie:Oog
ܣܕܪܐ:ܓܘܪܓܝܐ	Categorie:Georgië
ܣܕܪܐ:ܟܘܘܝܬ	Categorie:Koeweit
